,Original,Porter,Lancaster,Snowball
40331,ontologically,ontolog,ontolog,ontolog
40332,psychically,psychic,psych,psychic
40333,graphically,graphic,graph,graphic
40334,geographically,geograph,geograph,geograph
40335,photographically,photograph,photograph,photograph
40336,catastrophically,catastroph,catastroph,catastroph
40337,philosophically,philosoph,philosoph,philosoph
40338,telepathically,telepath,telepath,telepath
40339,ethically,ethic,eth,ethic
40340,monolithically,monolith,monolith,monolith
40341,biblically,biblic,bibl,biblic
40342,publically,public,publ,public
40343,epicyclically,epicycl,epicyc,epicycl
40344,symbolically,symbol,symbol,symbol
40345,hyperbolically,hyperbol,hyperbol,hyperbol
40346,hydraulically,hydraul,hydra,hydraul
40347,hypothalamically,hypothalam,hypothalam,hypothalam
40348,dynamically,dynam,dynam,dynam
40349,thermodynamically,thermodynam,thermodynam,thermodynam
40350,academically,academ,academ,academ
40351,chemically,chemic,chem,chemic
40352,mechanochemically,mechanochem,mechanochem,mechanochem
40353,rhythmically,rhythmic,rhythm,rhythmic
40354,comically,comic,com,comic
40355,economically,econom,econom,econom
40356,astronomically,astronom,astronom,astronom
40357,anatomically,anatom,anatom,anatom
40358,organically,organ,org,organ
40359,mechanically,mechan,mech,mechan
40360,technically,technic,techn,technic
40361,clinically,clinic,clin,clinic
40362,chronically,chronic,chronically,chronic
40363,ironically,iron,iron,iron
40364,electronically,electron,electron,electron
40365,ultrasonically,ultrason,ultrason,ultrason
40366,cynically,cynic,cyn,cynic
40367,heroically,heroic,hero,heroic
40368,macroscopically,macroscop,macroscop,macroscop
40369,microscopically,microscop,microscop,microscop
40370,typically,typic,typ,typic
40371,numerically,numer,num,numer
40372,empirically,empir,empir,empir
40373,satirically,satir,satir,satir
40374,categorically,categor,categ,categor
40375,historically,histor,hist,histor
40376,theatrically,theatric,the,theatric
40377,electrically,electr,elect,electr
40378,metrically,metric,met,metric
40379,diametrically,diametr,diamet,diametr
40380,symmetrically,symmetr,symmet,symmetr
40381,asymmetrically,asymmetr,asymmet,asymmetr
40382,geometrically,geometr,geomet,geometr
40383,volumetrically,volumetr,volumet,volumetr
40384,basically,basic,bas,basic
40385,intrinsically,intrins,intrins,intrins
40386,classically,classic,class,classic
40387,musically,music,mus,music
40388,physically,physic,phys,physic
40389,emphatically,emphat,emph,emphat
40390,dramatically,dramat,dram,dramat
40391,schematically,schemat,schematically,schemat
40392,mathematically,mathemat,mathem,mathemat
40393,systematically,systemat,system,systemat
40394,dogmatically,dogmat,dogm,dogmat
40395,grammatically,grammat,gram,grammat
40396,automatically,automat,autom,automat
40397,aristocratically,aristocrat,aristocr,aristocrat
40398,erratically,errat,er,errat
40399,practically,practic,pract,practic
40400,tactically,tactic,tact,tactic
40401,syntactically,syntact,syntact,syntact
40402,dialectically,dialect,dialect,dialect
40403,eclectically,eclect,eclect,eclect
40404,apologetically,apologet,apologet,apologet
40405,energetically,energet,energet,energet
40406,prophetically,prophet,prophet,prophet
40407,sympathetically,sympathet,sympathet,sympathet
40408,parenthetically,parenthet,parenthet,parenthet
40409,anesthetically,anesthet,anesthet,anesthet
40410,kinesthetically,kinesthet,kinesthet,kinesthet
40411,mimetically,mimet,mimet,mimet
40412,magnetically,magnet,magnet,magnet
40413,poetically,poetic,poet,poetic
40414,theoretically,theoret,theoret,theoret
40415,politically,polit,polit,polit
40416,critically,critic,crit,critic
40417,uncritically,uncrit,uncrit,uncrit
40418,sycophantically,sycophant,sycoph,sycophant
40419,semantically,semant,sem,semant
40420,romantically,romant,rom,romant
40421,frantically,frantic,frant,frantic
40422,identically,ident,id,ident
40423,authentically,authent,auth,authent
40424,idiotically,idiot,idiot,idiot
40425,hypnotically,hypnot,hypnot,hypnot
40426,erotically,erot,erot,erot
40427,asymptotically,asymptot,asymptot,asymptot
40428,skeptically,skeptic,skept,skeptic
40429,optically,optic,opt,optic
40430,vertically,vertic,vert,vertic
40431,cortically,cortic,cort,cortic
40432,sarcastically,sarcast,sarcast,sarcast
40433,enthusiastically,enthusiast,enthusiast,enthusiast
40434,scholastically,scholast,scholastically,scholast
40435,plastically,plastic,plast,plastic
40436,drastically,drastic,drast,drastic
40437,fantastically,fantast,fantast,fantast
40438,majestically,majest,majest,majest
40439,domestically,domest,domest,domest
40440,realistically,realist,real,realist
40441,unrealistically,unrealist,unr,unrealist
40442,anachronistically,anachronist,anachron,anachronist
40443,characteristically,characterist,charact,characterist
40444,statistically,statist,stat,statist
40445,artistically,artist,art,artist
40446,linguistically,linguist,lingu,linguist
40447,altruistically,altruist,altru,altruist
40448,acoustically,acoust,acoust,acoust
40449,analytically,analyt,analys,analyt
40450,paradoxically,paradox,paradox,paradox
40451,focally,focal,foc,focal
40452,locally,local,loc,local
40453,vocally,vocal,voc,vocal
40454,unequivocally,unequivoc,unequivoc,unequivoc
40455,ideally,ideal,id,ideal
40456,really,realli,real,realli
40457,legally,legal,leg,legal
40458,illegally,illeg,illeg,illeg
40459,prodigally,prodig,prodig,prodig
40460,pengally,pengal,peng,pengal
40461,ultracentrifugally,ultracentrifug,ultracentrifug,ultracentrifug
40462,frugally,frugal,frug,frugal
40463,racially,racial,rac,racial
40464,specially,special,spec,special
40465,especially,especi,espec,especi
40466,officially,offici,off,offici
40467,unofficially,unoffici,unoff,unoffici
40468,artificially,artifici,art,artifici
40469,superficially,superfici,superf,superfici
40470,financially,financi,fin,financi
40471,socially,social,soc,social
40472,commercially,commerci,commerc,commerci
40473,crucially,crucial,cruc,crucial
40474,perennially,perenni,peren,perenni
40475,ceremonially,ceremoni,ceremon,ceremoni
40476,actuarially,actuari,actu,actuari
40477,materially,materi,mat,materi
40478,pictorially,pictori,pict,pictori
40479,editorially,editori,edit,editori
40480,industrially,industri,indust,industri
40481,spatially,spatial,spat,spatial
40482,initially,initi,init,initi
40483,substantially,substanti,subst,substanti
40484,confidentially,confidenti,confid,confidenti
40485,residentially,residenti,resid,residenti
40486,prudentially,prudenti,prud,prudenti
40487,jurisprudentially,jurisprudenti,jurisprud,jurisprudenti
40488,experientially,experienti,expery,experienti
40489,preferentially,preferenti,pref,preferenti
40490,essentially,essenti,ess,essenti
40491,potentially,potenti,pot,potenti
40492,partially,partial,part,partial
40493,axially,axial,ax,axial
40494,minimally,minim,minim,minim
40495,infinitesimally,infinitesim,infinitesim,infinitesim
40496,thermally,thermal,therm,thermal
40497,isothermally,isotherm,isotherm,isotherm
40498,formally,formal,form,formal
40499,informally,inform,inform,inform
40500,normally,normal,norm,normal
40501,abnormally,abnorm,abnorm,abnorm
40502,dismally,dismal,dism,dismal
40503,finally,final,fin,final
40504,originally,origin,origin,origin
40505,marginally,margin,margin,margin
40506,nominally,nomin,nomin,nomin
40507,doctrinally,doctrin,doctrin,doctrin
40508,connally,connal,con,connal
40509,diagonally,diagon,diagon,diagon
40510,regionally,region,reg,region
40511,occasionally,occasion,occas,occasion
40512,dimensionally,dimension,dimend,dimension
40513,professionally,profession,profess,profession
40514,vocationally,vocat,voc,vocate
40515,nationally,nation,nat,nation
40516,denominationally,denomin,denomin,denomin
40517,internationally,intern,intern,intern
40518,rationally,ration,rat,ration
40519,operationally,oper,op,oper
40520,irrationally,irrat,ir,irrate
40521,rotationally,rotat,rot,rotate
40522,organizationally,organiz,org,organiz
40523,directionally,direct,direct,direct
40524,functionally,function,funct,function
40525,traditionally,tradit,tradit,tradit
40526,additionally,addit,addit,addit
40527,unconditionally,uncondit,uncondit,uncondit
40528,intentionally,intent,int,intent
40529,unintentionally,unintent,unint,unintent
40530,conventionally,convent,conv,convent
40531,emotionally,emot,emot,emot
40532,exceptionally,except,exceiv,except
40533,proportionally,proport,proport,proport
40534,seasonally,season,season,season
40535,personally,person,person,person
40536,impersonally,imperson,imperson,imperson
40537,tonally,tonal,ton,tonal
40538,atonally,aton,aton,aton
40539,infernally,infern,infern,infern
40540,paternally,patern,patern,patern
40541,internally,intern,intern,intern
40542,externally,extern,extern,extern
40543,municipally,municip,municip,municip
40544,principally,princip,princip,princip
40545,rally,ralli,ral,ralli
40546,liberally,liber,lib,liber
40547,peripherally,peripher,periph,peripher
40548,generally,gener,gen,general
40549,unilaterally,unilater,unil,unilater
40550,literally,liter,lit,liter
40551,severally,sever,sev,sever
40552,orally,oral,or,oral
40553,behaviorally,behavior,behavy,behavior
40554,morally,moral,mor,moral
40555,temporally,tempor,temp,tempor
40556,spectrally,spectral,spect,spectral
40557,centrally,central,cent,central
40558,aurally,aural,aur,aural
40559,naturally,natur,nat,natur
40560,unnaturally,unnatur,un,unnatur
40561,structurally,structur,structurally,structur
40562,culturally,cultur,cult,cultur
40563,agriculturally,agricultur,agricult,agricultur
40564,sally,salli,sal,salli
40565,universally,univers,univers,univers
40566,transversally,transvers,transvers,transvers
40567,causally,causal,caus,causal
40568,tally,talli,tal,talli
40569,fatally,fatal,fat,fatal
40570,vitally,vital,vit,vital
40571,accidentally,accident,accid,accident
40572,incidentally,incident,incid,incident
40573,mentally,mental,ment,mental
40574,fundamentally,fundament,funda,fundament
40575,experimentally,experiment,expery,experiment
40576,governmentally,government,govern,government
40577,monumentally,monument,monu,monument
40578,instrumentally,instrument,instru,instrument
40579,continentally,continent,contin,continent
40580,horizontally,horizont,horizont,horizont
40581,totally,total,tot,total
40582,mortally,mortal,mort,mortal
40583,distally,distal,dist,distal
40584,noncommittally,noncommitt,noncommit,noncommitt
40585,evenutally,evenut,evenut,evenut
40586,brutally,brutal,brut,brutal
40587,gradually,gradual,grad,gradual
40588,individually,individu,individ,individu
40589,lingually,lingual,ling,lingual
40590,manually,manual,man,manual
40591,continually,continu,contin,continu
40592,annually,annual,an,annual
40593,equally,equal,eq,equal
40594,unequally,unequ,uneq,unequ
40595,casually,casual,cas,casual
40596,visually,visual,vis,visual
40597,unusually,unusu,unus,unusu
40598,actually,actual,act,actual
40599,tactually,tactual,tact,tactual
40600,intellectually,intellectu,intellect,intellectu
40601,punctually,punctual,punct,punctual
40602,perpetually,perpetu,perpet,perpetu
40603,habitually,habitu,habit,habitu
40604,spiritually,spiritu,spirit,spiritu
40605,eventually,eventu,ev,eventu
40606,conceptually,conceptu,conceiv,conceptu
40607,virtually,virtual,virt,virtual
40608,mutually,mutual,mut,mutual
40609,sexually,sexual,sex,sexual
40610,wally,walli,wal,walli
40611,belly,belli,bel,belli
40612,underbelly,underbelli,underbel,underbelli
40613,sowbelly,sowbelli,sowbel,sowbelli
40614,gelly,gelli,gel,gelli
40615,jelly,jelli,jel,jelli
40616,kelly,kelli,kel,kelli
40617,connelly,connelli,connel,connelli
40618,donnelly,donnelli,donnel,donnelli
40619,grappelly,grappelli,grappel,grappelli
40620,cruelly,cruelli,cruel,cruelli
40621,bailly,bailli,bail,bailli
40622,billy,billi,bil,billi
40623,hillbilly,hillbilli,hillbl,hillbilli
40624,piccadilly,piccadilli,piccadil,piccadilli
40625,reilly,reilli,reil,reilli
40626,filly,filli,fil,filli
40627,chilly,chilli,chil,chilli
40628,philly,philli,phil,philli
40629,lilly,lilli,lil,lilli
40630,nilly,nilli,nil,nilli
40631,rilly,rilli,ril,rilli
40632,frilly,frilli,fril,frilli
40633,shrilly,shrilli,shrilly,shrilli
40634,silly,silli,sil,silli
40635,chantilly,chantilli,chantil,chantilli
40636,pouilly,pouilli,pouil,pouilli
40637,willy,willi,wil,willi
40638,dolly,dolli,dol,dolli
40639,folly,folli,fol,folli
40640,golly,golli,gol,golli
40641,wholly,wholli,whol,wholli
40642,jolly,jolli,jol,jolli
40643,lolly,lolli,lol,lolli
40644,loblolly,loblolli,loblol,loblolli
40645,molly,molli,mol,molli
40646,coolly,coolli,cool,coolli
40647,woolly,woolli,wool,woolli
40648,solly,solli,sol,solli
40649,bully,bulli,bul,bulli
40650,dully,dulli,dul,dulli
40651,fully,fulli,ful,fulli
40652,dreadfully,dread,dread,dread
40653,peacefully,peac,peac,peac
40654,gracefully,grace,grac,grace
40655,resourcefully,resourc,resourc,resourc
40656,gleefully,gleefulli,gle,gleefulli
40657,woefully,woefulli,woe,woefulli
40658,hopefully,hope,hop,hope
40659,carefully,care,car,care
40660,purposefully,purpos,purpos,purpos
40661,usefully,use,us,use
40662,gratefully,grate,grat,grate
40663,distastefully,distast,distast,distast
40664,ruefully,ruefulli,rue,ruefulli
40665,meaningfully,meaning,mean,meaning
40666,faithfully,faith,faith,faith
40667,truthfully,truth,truth,truth
40668,mercifully,merci,mercy,merci
40669,pitifully,piti,pity,piti
40670,beautifully,beauti,beauty,beauti
40671,dutifully,duti,duty,duti
40672,skilfully,skil,skil,skil
40673,wilfully,wil,wil,wil
40674,skillfully,skill,skil,skill
40675,willfully,will,wil,will
40676,soulfully,soul,soul,soul
40677,painfully,pain,pain,pain
40678,scornfully,scorn,scorn,scorn
40679,mournfully,mourn,mourn,mourn
40680,helpfully,help,help,help
40681,fearfully,fear,fear,fear
40682,tearfully,tear,tear,tear
40683,wonderfully,wonder,wond,wonder
40684,cheerfully,cheer,che,cheer
40685,masterfully,master,mast,master
40686,powerfully,power,pow,power
40687,prayerfully,prayer,pray,prayer
40688,successfully,success,success,success
40689,unsuccessfully,unsuccess,unsuccess,unsuccess
40690,blissfully,bliss,bliss,bliss
40691,doubtfully,doubt,doubt,doubt
40692,respectfully,respect,respect,respect
40693,regretfully,regret,regret,regret
40694,delightfully,delight,delight,delight
40695,rightfully,right,right,right
40696,frightfully,fright,fright,fright
40697,thoughtfully,thought,thought,thought
40698,fitfully,fit,fit,fit
40699,fruitfully,fruit,fruit,fruit
40700,eventfully,event,ev,event
40701,artfully,art,art,art
40702,boastfully,boast,boast,boast
40703,wistfully,wist,wist,wist
40704,trustfully,trust,trust,trust
40705,awfully,aw,aw,aw
40706,joyfully,joy,joy,joy
40707,gully,gulli,gul,gulli
40708,lully,lulli,lul,lulli
40709,foully,foulli,foul,foulli
40710,unseemly,unseemli,unseem,unseem
40711,dimly,dimli,dim,dim
40712,slimly,slimli,slim,slim
40713,grimly,grimli,grim,grim
40714,primly,primli,prim,prim
40715,calmly,calmli,calm,calm
40716,randomly,randomli,random,random
40717,warmly,warmli,warm,warm
40718,firmly,firmli,firm,firm
40719,uniformly,uniformli,uniform,uniform
40720,humly,humli,hum,hum
40721,glumly,glumli,glum,glum
40722,cleanly,cleanli,cle,clean
40723,manly,manli,man,man
40724,gentlemanly,gentlemanli,gentlem,gentleman
40725,womanly,womanli,wom,woman
40726,unwomanly,unwomanli,unwom,unwoman
40727,humanly,humanli,hum,human
40728,soddenly,soddenli,sod,sodden
40729,suddenly,suddenli,sud,sudden
40730,keenly,keenli,keen,keen
40731,greenly,greenli,green,green
40732,mistakenly,mistakenli,mistak,mistaken
40733,drunkenly,drunkenli,drunk,drunken
40734,brokenly,brokenli,brok,broken
40735,sullenly,sullenli,sul,sullen
40736,openly,openli,op,open
40737,heavenly,heavenli,heav,heaven
40738,evenly,evenli,ev,even
40739,slovenly,slovenli,slov,sloven
40740,brazenly,brazenli,braz,brazen
40741,ungainly,ungainli,ungain,ungain
40742,plainly,plainli,plain,plain
40743,mainly,mainli,main,main
40744,certainly,certainli,certain,certain
40745,uncertainly,uncertainli,uncertain,uncertain
40746,vainly,vainli,vain,vain
40747,thinly,thinli,thin,thin
40748,uncousinly,uncousinli,uncousin,uncousin
40749,solemnly,solemnli,solemn,solemn
40750,only,onli,on,onli
40751,commonly,commonli,common,common
40752,uncommonly,uncommonli,uncommon,uncommon
40753,sternly,sternli,stern,stern
40754,stubbornly,stubbornli,stubborn,stubborn
40755,holy,holi,holy,holi
40756,melancholy,melancholi,melancho,melancholi
40757,poly,poli,poly,poli
40758,monopoly,monopoli,monopo,monopoli
40759,ply,pli,ply,pli
40760,cheaply,cheapli,cheaply,cheapli
40761,deeply,deepli,deeply,deepli
40762,steeply,steepli,steeply,steepli
40763,reply,repli,reply,repli
40764,multiply,multipli,multiply,multipli
40765,amply,ampli,amply,ampli
40766,imply,impli,imply,impli
40767,limply,limpli,limply,limpli
40768,simply,simpli,simply,simpli
40769,comply,compli,comply,compli
40770,apply,appli,apply,appli
40771,cupply,cuppli,cupply,cuppli
40772,supply,suppli,supply,suppli
40773,sharply,sharpli,sharply,sharpli
40774,crisply,crispli,crisply,crispli
40775,early,earli,ear,earli
40776,dearly,dearli,dear,dear
40777,clearly,clearli,clear,clear
40778,nearly,nearli,near,near
40779,linearly,linearli,linear,linear
40780,rectlinearly,rectlinearli,rectlinear,rectlinear
40781,pearly,pearli,pear,pear
40782,yearly,yearli,year,year
40783,familiarly,familiarli,famili,familiar
40784,peculiarly,peculiarli,peculi,peculiar
40785,similarly,similarli,simil,similar
40786,scholarly,scholarli,scholarly,scholar
40787,spectacularly,spectacularli,spectacul,spectacular
40788,perpendicularly,perpendicularli,perpendicul,perpendicular
40789,particularly,particularli,particul,particular
40790,jocularly,jocularli,jocul,jocular
40791,intramuscularly,intramuscularli,intramuscul,intramuscular
40792,regularly,regularli,regul,regular
40793,irregularly,irregularli,irregul,irregular
40794,singularly,singularli,singul,singular
40795,popularly,popularli,popul,popular
40796,kimberly,kimberli,kimb,kimber
40797,soberly,soberli,sob,sober
40798,elderly,elderli,eld,elder
40799,tenderly,tenderli,tend,tender
40800,orderly,orderli,ord,order
40801,disorderly,disorderli,disord,disord
40802,eagerly,eagerli,eag,eager
40803,gingerly,gingerli,ging,ginger
40804,fatherly,fatherli,fath,father
40805,motherly,motherli,moth,mother
40806,brotherly,brotherli,broth,brother
40807,northerly,northerli,north,norther
40808,soldierly,soldierli,soldy,soldier
40809,ackerly,ackerli,ack,acker
40810,formerly,formerli,form,former
40811,properly,properli,prop,proper
40812,improperly,improperli,improp,improp
40813,quarterly,quarterli,quart,quarter
40814,masterly,masterli,mast,master
40815,westerly,westerli,west,wester
40816,bitterly,bitterli,bit,bitter
40817,utterly,utterli,ut,utter
40818,beverly,beverli,bev,bever
40819,cleverly,cleverli,clev,clever
40820,severly,severli,sev,sever
40821,overly,overli,ov,over
40822,fairly,fairli,fair,fair
40823,unfairly,unfairli,unfair,unfair
40824,orly,orli,or,or
40825,sailorly,sailorli,sail,sailor
40826,poorly,poorli,poor,poor
40827,burly,burli,bur,bur
40828,curly,curli,cur,cur
40829,dourly,dourli,dour,dour
40830,hourly,hourli,hour,hour
40831,sourly,sourli,sour,sour
40832,surly,surli,sur,sur
40833,sly,sli,sly,sli
40834,chesly,chesli,ches,chesli
40835,grisly,grisli,gris,grisli
40836,luxuriosly,luxuriosli,luxurios,luxuriosli
40837,needlessly,needlessli,needless,needless
40838,endlessly,endlessli,endless,endless
40839,wordlessly,wordlessli,wordless,wordless
40840,tunelessly,tunelessli,tuneless,tuneless
40841,hopelessly,hopelessli,hopeless,hopeless
40842,carelessly,carelessli,careless,careless
40843,tirelessly,tirelessli,tireless,tireless
40844,ceaselessly,ceaselessli,ceaseless,ceaseless
40845,senselessly,senselessli,senseless,senseless
40846,uselessly,uselessli,useless,useless
40847,breathlessly,breathlessli,breathless,breathless
40848,ruthlessly,ruthlessli,ruthless,ruthless
40849,mercilessly,mercilessli,merciless,merciless
40850,pitilessly,pitilessli,pitiless,pitiless
40851,recklessly,recklessli,reckless,reckless
40852,dreamlessly,dreamlessli,dreamless,dreamless
40853,aimlessly,aimlessli,aimless,aimless
40854,harmlessly,harmlessli,harmless,harmless
40855,painlessly,painlessli,painless,painless
40856,sleeplessly,sleeplessli,sleepless,sleepless
40857,helplessly,helplessli,helpless,helpless
40858,fearlessly,fearlessli,fearless,fearless
40859,thoughtlessly,thoughtlessli,thoughtless,thoughtless
40860,fruitlessly,fruitlessli,fruitless,fruitless
40861,relentlessly,relentlessli,relentless,relentless
40862,effortlessly,effortlessli,effortless,effortless
40863,restlessly,restlessli,restless,restless
40864,listlessly,listlessli,listless,listless
40865,expressly,expressli,express,expressli
40866,grossly,grossli,gross,grossli
40867,raucously,raucous,rauc,raucous
40868,tremendously,tremend,tremend,tremend
40869,curvaceously,curvac,curvac,curvac
40870,hideously,hideous,hid,hideous
40871,courageously,courag,cour,courag
40872,advantageously,advantag,adv,advantag
40873,gorgeously,gorgeous,gorg,gorgeous
40874,simultaneously,simultan,simult,simultan
40875,instantaneously,instantan,inst,instantan
40876,spontaneously,spontan,spont,spontan
40877,homogeneously,homogen,homog,homogen
40878,consanguineously,consanguin,consanguin,consanguin
40879,erroneously,erron,erron,erron
40880,courteously,courteous,court,courteous
40881,analogously,analog,analog,analog
40882,amorphously,amorph,amorph,amorph
40883,efficaciously,efficaci,eff,efficaci
40884,tenaciously,tenaci,ten,tenaci
40885,graciously,gracious,gracy,gracious
40886,voraciously,voraci,vor,voraci
40887,judiciously,judici,judicy,judici
40888,maliciously,malici,malicy,malici
40889,deliciously,delici,delicy,delici
40890,auspiciously,auspici,auspicy,auspici
40891,suspiciously,suspici,suspicy,suspici
40892,precociously,precoci,precocy,precoci
40893,ferociously,feroci,ferocy,feroci
40894,atrociously,atroci,atrocy,atroci
40895,consciously,conscious,conscy,conscious
40896,subconsciously,subconsci,subconscy,subconsci
40897,unconsciously,unconsci,unconscy,unconsci
40898,tediously,tedious,tedy,tedious
40899,insidiously,insidi,insidy,insidi
40900,studiously,studious,study,studious
40901,egregiously,egregi,egregy,egregi
40902,religiously,religi,religy,religi
40903,rebelliously,rebelli,rebel,rebelli
40904,ingeniously,ingeni,ingeny,ingeni
40905,ceremoniously,ceremoni,ceremony,ceremoni
40906,harmoniously,harmoni,harmony,harmoni
40907,piously,piousli,pious,piousli
40908,copiously,copious,cop,copious
40909,precariously,precari,prec,precari
40910,hilariously,hilari,hil,hilari
40911,uproariously,uproari,upro,uproari
40912,variously,various,vary,various
40913,imperiously,imperi,impery,imperi
40914,seriously,serious,sery,serious
40915,mysteriously,mysteri,mystery,mysteri
40916,laboriously,labori,lab,labori
40917,gloriously,glorious,glory,glorious
40918,victoriously,victori,vict,victori
40919,notoriously,notori,not,notori
40920,industriously,industri,industry,industri
40921,curiously,curious,cury,curious
40922,furiously,furious,fury,furious
40923,facetiously,faceti,fac,faceti
40924,ambitiously,ambiti,amb,ambiti
40925,expeditiously,expediti,exp,expediti
40926,surreptitiously,surreptiti,surrept,surreptiti
40927,cautiously,cautious,cauty,cautious
40928,obviously,obvious,obvy,obvious
40929,previously,previous,prevy,previous
40930,enviously,envious,envy,envious
40931,anxiously,anxious,anxy,anxious
40932,jealously,jealous,jeal,jealous
40933,zealously,zealous,zeal,zealous
40934,marvelously,marvel,marvel,marvel
40935,perilously,peril,peril,peril
40936,callously,callous,cal,callous
40937,miraculously,miracul,mirac,miracul
40938,ridiculously,ridicul,ridic,ridicul
40939,meticulously,meticul,metic,meticul
40940,incredulously,incredul,incred,incredul
40941,sedulously,sedul,sed,sedul
40942,tremulously,tremul,trem,tremul
40943,scrupulously,scrupul,scrupulously,scrupul
40944,querulously,querul,quer,querul
40945,unanimously,unanim,unanim,unanim
40946,enormously,enorm,enorm,enorm
40947,mountainously,mountain,mountain,mountain
40948,ominously,omin,omin,omin
40949,pompously,pompous,pomp,pompous
40950,wondrously,wondrous,wondr,wondrous
40951,anhydrously,anhydr,anhydr,anhydr
40952,vociferously,vocifer,voc,vocifer
40953,dangerously,danger,dang,danger
40954,generously,gener,gen,generous
40955,rigorously,rigor,rig,rigor
40956,vigorously,vigor,vig,vigor
40957,gratuitously,gratuit,gratuit,gratuit
40958,conspicuously,conspicu,conspicu,conspicu
40959,inconspicuously,inconspicu,inconspicu,inconspicu
40960,unambiguously,unambigu,unambigu,unambigu
40961,strenuously,strenuous,strenuously,strenuous
40962,tenuously,tenuous,tenu,tenuous
40963,sinuously,sinuous,sinu,sinuous
40964,continuously,continu,continu,continu
40965,contemptuously,contemptu,contemptu,contemptu
40966,nervously,nervous,nerv,nervous
40967,joyously,joyous,joy,joyous
40968,neatly,neatli,neat,neat
40969,greatly,greatli,gre,great
40970,flatly,flatli,flat,flat
40971,subtly,subtli,subt,subt
40972,compactly,compactli,compact,compact
40973,abstractly,abstractli,abstract,abstract
40974,exactly,exactli,exact,exact
40975,perfectly,perfectli,perfect,perfect
40976,imperfectly,imperfectli,imperfect,imperfect
40977,abjectly,abjectli,abject,abject
40978,circumspectly,circumspectli,circumspect,circumspect
40979,directly,directli,direct,direct
40980,indirectly,indirectli,indirect,indirect
40981,correctly,correctli,correct,correct
40982,strictly,strictli,strictly,strict
40983,succinctly,succinctli,succinct,succinct
40984,distinctly,distinctli,distinct,distinct
40985,discreetly,discreetli,discreet,discreet
40986,sweetly,sweetli,sweet,sweet
40987,quietly,quietli,quiet,quiet
40988,secretly,secretli,secret,secret
40989,wetly,wetli,wet,wet
40990,swiftly,swiftli,swift,swift
40991,softly,softli,soft,soft
40992,lightly,lightli,light,light
40993,slightly,slightli,slight,slight
40994,nightly,nightli,night,night
40995,knightly,knightli,knight,knight
40996,rightly,rightli,right,right
40997,brightly,brightli,bright,bright
40998,forthrightly,forthrightli,forthright,forthright
40999,sprightly,sprightli,sprightly,spright
41000,unsightly,unsightli,unsight,unsight
41001,tightly,tightli,tight,tight
41002,tacitly,tacitli,tacit,tacit
41003,implicitly,implicitli,implicit,implicit
41004,explicitly,explicitli,explicit,explicit
41005,significantly,significantli,sign,signific
41006,abundantly,abundantli,abund,abund
41007,discordantly,discordantli,discord,discord
41008,elegantly,elegantli,eleg,eleg
41009,arrogantly,arrogantli,arrog,arrog
41010,triumphantly,triumphantli,triumph,triumphant
41011,defiantly,defiantli,defy,defiant
41012,valiantly,valiantli,valy,valiant
41013,brilliantly,brilliantli,bril,brilliant
41014,jubilantly,jubilantli,jubl,jubil
41015,adamantly,adamantli,adam,adam
41016,indignantly,indignantli,indign,indign
41017,poignantly,poignantli,poign,poignant
41018,indiscriminantly,indiscriminantli,indiscrimin,indiscrimin
41019,dominantly,dominantli,domin,domin
41020,predominantly,predominantli,predomin,predomin
41021,exuberantly,exuberantli,exub,exuber
41022,preponderantly,preponderantli,prepond,preponder
41023,flagrantly,flagrantli,flagr,flagrant
41024,pleasantly,pleasantli,pleas,pleasant
41025,unpleasantly,unpleasantli,unpleas,unpleas
41026,incessantly,incessantli,incess,incess
41027,expectantly,expectantli,expect,expect
41028,reluctantly,reluctantli,reluct,reluct
41029,militantly,militantli,milit,milit
41030,hesitantly,hesitantli,hesit,hesit
41031,exultantly,exultantli,exult,exult
41032,importantly,importantli,import,import
41033,distantly,distantli,dist,distant
41034,equidistantly,equidistantli,equid,equidist
41035,instantly,instantli,inst,instant
41036,constantly,constantli,const,constant
41037,flamboyantly,flamboyantli,flamboy,flamboy
41038,decently,decent,dec,decent
41039,recently,recent,rec,recent
41040,magnificently,magnific,magn,magnific
41041,innocently,innoc,innoc,innoc
41042,confidently,confid,confid,confid
41043,evidently,evid,evid,evid
41044,independently,independ,independ,independ
41045,impudently,impud,impud,impud
41046,prudently,prudent,prud,prudent
41047,imprudently,imprud,imprud,imprud
41048,gently,gentli,gent,gentl
41049,diligently,dilig,dilig,dilig
41050,intelligently,intellig,intellig,intellig
41051,stringently,stringent,stringently,stringent
41052,pungently,pungent,pung,pungent
41053,cogently,cogent,cog,cogent
41054,urgently,urgent,urg,urgent
41055,efficiently,effici,efficy,effici
41056,sufficiently,suffici,sufficy,suffici
41057,insufficiently,insuffici,insufficy,insuffici
41058,anciently,ancient,ant,ancient
41059,clairaudiently,clairaudi,clairaudy,clairaudi
41060,conveniently,conveni,conveny,conveni
41061,inconveniently,inconveni,inconveny,inconveni
41062,patiently,patient,paty,patient
41063,impatiently,impati,impaty,impati
41064,silently,silent,sil,silent
41065,excellently,excel,excel,excel
41066,indolently,indol,indol,indol
41067,violently,violent,viol,violent
41068,insolently,insol,insol,insol
41069,vehemently,vehement,veh,vehement
41070,permanently,perman,perm,perman
41071,eminently,emin,emin,emin
41072,prominently,promin,promin,promin
41073,apparently,appar,app,appar
41074,differently,differ,diff,differ
