Porter,Original,Lancaster,Snowball
independ,['independence'],['independ'],['independ']
index,"['indexing', 'index']","['index', 'index']","['index', 'index']"
indian,['indians'],['ind'],['indian']
indic,"['indicated', 'indices']","['ind', 'ind']","['indic', 'indic']"
indistinct,['indistinct'],['indistinct'],['indistinct']
indoor,['indoor'],['indo'],['indoor']
induc,['inducements'],['induc'],['induc']
indulg,['indulge'],['indulg'],['indulg']
industri,['industries'],['industry'],['industri']
ineffect,['ineffective'],['ineffect'],['ineffect']
inerti,['inertial'],['inert'],['inerti']
infer,['inferred'],['infer'],['infer']
infertil,['infertile'],['infertil'],['infertil']
infidel,['infidels'],['infidel'],['infidel']
infight,['infighting'],['infight'],['infight']
inflat,['inflation'],['infl'],['inflat']
influenza,['influenza'],['influenz'],['influenza']
inform,['inform'],['inform'],['inform']
ingratitood,['ingratitoode'],['ingratitood'],['ingratitood']
inhibit,"['inhibiting', 'inhibit']","['inhibit', 'inhibit']","['inhibit', 'inhibit']"
inhibitor,['inhibitor'],['inhibit'],['inhibitor']
initi,"['initiated', 'initiating']","['in', 'in']","['initi', 'initi']"
injun,"['injun', 'injuns']","['injun', 'injun']","['injun', 'injun']"
injunct,['injunctions'],['injunct'],['injunct']
inland,['inland'],['inland'],['inland']
innoc,['innocently'],['innoc'],['innoc']
innuendo,['innuendo'],['innuendo'],['innuendo']
inoper,['inoperable'],['inop'],['inoper']
inquir,['inquire'],['inquir'],['inquir']
insan,['insanely'],['ins'],['insan']
insert,['inserts'],['insert'],['insert']
insipid,['insipid'],['insipid'],['insipid']
instabl,['instability'],['inst'],['instabl']
instal,"['installing', 'installment']","['instal', 'instal']","['instal', 'instal']"
institut,['institutions'],['institut'],['institut']
instruct,['instructs'],['instruct'],['instruct']
intak,['intake'],['intak'],['intak']
integr,['integrative'],['integr'],['integr']
intellectu,['intellectus'],['intellect'],['intellectus']
intellig,['intelligence'],['intellig'],['intellig']
intemper,['intemperance'],['intemp'],['intemper']
intend,['intending'],['intend'],['intend']
intens,['intensively'],['intend'],['intens']
intensifi,['intensified'],['intens'],['intensifi']
inter,['inter'],['int'],['inter']
intercept,['intercepts'],['interceiv'],['intercept']
interconnected,['interconnectedness'],['interconnect'],['interconnected']
interim,['interim'],['interim'],['interim']
interlobular,['interlobular'],['interlobul'],['interlobular']
intern,"['interne', 'internally']","['intern', 'intern']","['intern', 'intern']"
international,['internationale'],['intern'],['international']
interpret,"['interpreting', 'interprets']","['interpret', 'interpret']","['interpret', 'interpret']"
interrelationship,['interrelationship'],['interrel'],['interrelationship']
interspers,['interspersed'],['interspers'],['interspers']
interven,['intervening'],['interv'],['interven']
interview,"['interviewed', 'interviewing', 'interviewers', 'interview']","['interview', 'interview', 'interview', 'interview']","['interview', 'interview', 'interview', 'interview']"
interviewe,['interviewee'],['interview'],['interviewe']
intim,['intimating'],['intim'],['intim']
inton,"['intoned', 'intonations']","['inton', 'inton']","['inton', 'inton']"
intradepartment,['intradepartmental'],['intradepart'],['intradepartment']
intramuscularli,['intramuscularly'],['intramuscul'],['intramuscular']
intric,['intricately'],['int'],['intric']
introduc,['introduce'],['introduc'],['introduc']
intrud,['intruder'],['intrud'],['intrud']
invalid,['invalids'],['invalid'],['invalid']
invalu,['invaluable'],['invalu'],['invalu']
invas,['invasion'],['invas'],['invas']
inventor,['inventors'],['inv'],['inventor']
inventori,['inventories'],['inv'],['inventori']
invigor,['invigorating'],['invig'],['invigor']
inviol,['inviolability'],['inviol'],['inviol']
invis,"['invisible', 'invisibly']","['invis', 'invis']","['invis', 'invis']"
invok,['invoke'],['invok'],['invok']
involuntari,['involuntary'],['involunt'],['involuntari']
ion,['ions'],['ion'],['ion']
irenaeu,['irenaeus'],['irenae'],['irenaeus']
irksom,['irksome'],['irksom'],['irksom']
iron,"['ironic', 'ironical']","['iron', 'iron']","['iron', 'iron']"
ironp,['ironpants'],['ironp'],['ironp']
irregular,['irregular'],['irregul'],['irregular']
irrepar,['irreparably'],['irrep'],['irrepar']
irresist,['irresistibly'],['irresist'],['irresist']
irrit,['irritates'],['irrit'],['irrit']
island,['island'],['island'],['island']
isol,['isolation'],['isol'],['isol']
isolationist,['isolationistic'],['isol'],['isolationist']
isold,['isolde'],['isold'],['isold']
isotrop,['isotropic'],['isotrop'],['isotrop']
israel,['israels'],['israel'],['israel']
item,['item'],['item'],['item']
ito,['ito'],['ito'],['ito']
izvestia,['izvestia'],['izvest'],['izvestia']
j,['j'],['j'],['j']
jacinto,['jacinto'],['jacinto'],['jacinto']
jacket,['jackets'],['jacket'],['jacket']
jackman,['jackman'],['jackm'],['jackman']
jacob,['jacob'],['jacob'],['jacob']
jahan,['jahan'],['jah'],['jahan']
jamaica,['jamaica'],['jamaic'],['jamaica']
jame,['james'],['jam'],['jame']
jannequin,['jannequins'],['jannequin'],['jannequin']
jansen,['jansen'],['jans'],['jansen']
jap,['japs'],['jap'],['jap']
jar,['jar'],['jar'],['jar']
jaunti,['jaunty'],['jaunty'],['jaunti']
jay,['jay'],['jay'],['jay']
jealou,['jealous'],['jeal'],['jealous']
jerez,['jerez'],['jerez'],['jerez']
jerk,['jerking'],['jerk'],['jerk']
jerri,['jerrys'],['jerry'],['jerri']
jess,['jesse'],['jess'],['jess']
jesuss,['jesuss'],['jesuss'],['jesuss']
jet,['jetting'],['jet'],['jet']
jewel,['jeweler'],['jewel'],['jewel']
jh,['jh'],['jh'],['jh']
jimmi,['jimmy'],['jimmy'],['jimmi']
jinni,['jinny'],['jinny'],['jinni']
joblot,['joblot'],['joblot'],['joblot']
jockey,['jockey'],['jockey'],['jockey']
johnson,['johnson'],['johnson'],['johnson']
join,['joins'],['join'],['join']
joke,['jokes'],['jok'],['joke']
jonathan,['jonathans'],['jonath'],['jonathan']
jonesborough,['jonesborough'],['jonesborough'],['jonesborough']
journey,['journeys'],['journey'],['journey']
judeo,['judeo'],['judeo'],['judeo']
judici,['judicial'],['jud'],['judici']
juic,['juice'],['juic'],['juic']
juici,['juicy'],['juicy'],['juici']
julep,['julep'],['julep'],['julep']
julia,['julia'],['jul'],['julia']
jupit,['jupiter'],['jupit'],['jupit']
jussel,['jussel'],['jussel'],['jussel']
jyj,['jyj'],['jyj'],['jyj']
kaiser,['kaiser'],['kais'],['kaiser']
kali,['kali'],['kal'],['kali']
kan,['kan'],['kan'],['kan']
kaola,['kaola'],['kaol'],['kaola']
karn,['karns'],['karn'],['karn']
katangan,['katangan'],['katang'],['katangan']
katherin,['katherines'],['katherin'],['katherin']
kee,['kee'],['kee'],['kee']
keeeerist,['keeeerist'],['kee'],['keeeerist']
keen,['keening'],['keen'],['keen']
keith,['keith'],['kei'],['keith']
kelley,['kelleys'],['kelley'],['kelley']
kelseyvil,['kelseyville'],['kelseyvil'],['kelseyvill']
kenilworth,['kenilworth'],['kenilwor'],['kenilworth']
kennedi,['kennedy'],['kennedy'],['kennedi']
kenneth,['kenneth'],['kenne'],['kenneth']
kent,['kent'],['kent'],['kent']
kern,['kern'],['kern'],['kern']
kerrvil,['kerrville'],['kerrvil'],['kerrvill']
kershbaum,['kershbaum'],['kershba'],['kershbaum']
khan,['khan'],['khan'],['khan']
kick,"['kick', 'kicks']","['kick', 'kick']","['kick', 'kick']"
kikiyu,['kikiyus'],['kikiy'],['kikiyus']
kilhour,['kilhour'],['kilho'],['kilhour']
kimbal,['kimball'],['kimbal'],['kimbal']
kingdom,['kingdoms'],['kingdom'],['kingdom']
kinsel,['kinsell'],['kinsel'],['kinsel']
kiosk,['kiosk'],['kiosk'],['kiosk']
kiss,['kiss'],['kiss'],['kiss']
kissak,['kissak'],['kissak'],['kissak']
klinico,['klinico'],['klinico'],['klinico']
knappertsbusch,['knappertsbusch'],['knappertsbusch'],['knappertsbusch']
knight,['knightes'],['knight'],['knight']
kodak,['kodaks'],['kodak'],['kodak']
kodyk,['kodyke'],['kodyk'],['kodyk']
komleva,['komleva'],['komlev'],['komleva']
konrad,['konrad'],['konrad'],['konrad']
kornbluth,['kornbluths'],['kornbluth'],['kornbluth']
korngold,['korngold'],['korngold'],['korngold']
koshar,['koshare'],['kosh'],['koshar']
kotowaza,['kotowaza'],['kotowaz'],['kotowaza']
kwango,['kwango'],['kwango'],['kwango']
lacer,['lacerate'],['lac'],['lacer']
lack,"['lacked', 'lacks']","['lack', 'lack']","['lack', 'lack']"
lackadais,['lackadaisical'],['lackada'],['lackadais']
lagoon,['lagoon'],['lagoon'],['lagoon']
lambaren,['lambarene'],['lamb'],['lambaren']
lame,['lame'],['lam'],['lame']
lamon,['lamon'],['lamon'],['lamon']
lampoon,['lampoon'],['lampoon'],['lampoon']
lana,['lana'],['lan'],['lana']
land,"['lands', 'landings']","['land', 'land']","['land', 'land']"
langeland,['langeland'],['langeland'],['langeland']
lao,['laos'],['lao'],['lao']
lapel,['lapels'],['lapel'],['lapel']
lappet,['lappets'],['lappet'],['lappet']
laps,['lapsing'],['laps'],['laps']
lat,['lats'],['lat'],['lat']
later,['later'],['lat'],['later']
lather,['lather'],['lath'],['lather']
latter,['latters'],['lat'],['latter']
laudanum,['laudanum'],['laudan'],['laudanum']
laughlin,['laughlin'],['laughlin'],['laughlin']
launch,['launching'],['launch'],['launch']
lauranc,['laurance'],['laur'],['lauranc']
laurel,['laurels'],['laurel'],['laurel']
lauro,['lauro'],['lauro'],['lauro']
lavish,['lavished'],['lav'],['lavish']
law,['law'],['law'],['law']
lawman,['lawman'],['lawm'],['lawman']
lawn,['lawns'],['lawn'],['lawn']
layer,"['layer', 'layers']","['lay', 'lay']","['layer', 'layer']"
laze,['laze'],['laz'],['laze']
lazili,['lazily'],['lazy'],['lazili']
lead,['lead'],['lead'],['lead']
leaf,['leaf'],['leaf'],['leaf']
leafhopp,['leafhopper'],['leafhop'],['leafhopp']
leafiest,['leafiest'],['leafiest'],['leafiest']
leaguer,['leaguers'],['leagu'],['leaguer']
leakag,['leakage'],['leak'],['leakag']
lean,['leaning'],['lean'],['lean']
leap,['leaping'],['leap'],['leap']
leapfrog,['leapfrog'],['leapfrog'],['leapfrog']
leash,['leashes'],['leash'],['leash']
least,['least'],['least'],['least']
leather,['leathers'],['leath'],['leather']
leaven,['leavened'],['leav'],['leaven']
leavitt,['leavitt'],['leavit'],['leavitt']
lectur,['lecture'],['lect'],['lectur']
ledford,['ledford'],['ledford'],['ledford']
ledger,['ledger'],['ledg'],['ledger']
legaci,['legacy'],['leg'],['legaci']
leger,['legers'],['leg'],['leger']
lena,['lena'],['len'],['lena']
lend,['lends'],['lend'],['lend']
leonato,['leonato'],['leonato'],['leonato']
leprosi,['leprosy'],['leprosy'],['leprosi']
less,['less'],['less'],['less']
lester,['lesters'],['lest'],['lester']
level,['levelled'],['level'],['level']
levi,['levy'],['levy'],['levi']
lewisohn,['lewisohn'],['lewisohn'],['lewisohn']
liberac,['liberace'],['liberac'],['liberac']
liberti,['libertie'],['liberty'],['liberti']
licens,['license'],['licens'],['licens']
lieut,['lieut'],['lieut'],['lieut']
lieuten,['lieutenants'],['lieut'],['lieuten']
lifeguard,['lifeguards'],['lifeguard'],['lifeguard']
lift,['lift'],['lift'],['lift']
lighter,['lighters'],['light'],['lighter']
liliputian,['liliputian'],['liliput'],['liliputian']
lilt,['lilt'],['lilt'],['lilt']
limerick,['limerick'],['limerick'],['limerick']
limousin,['limousine'],['limousin'],['limousin']
limp,['limping'],['limp'],['limp']
lincoln,['lincolns'],['lincoln'],['lincoln']
linger,['lingering'],['ling'],['linger']
lioness,['lioness'],['lio'],['lioness']
lippi,['lippi'],['lipp'],['lippi']
liquid,['liquidations'],['liquid'],['liquid']
list,"['liste', 'listing']","['list', 'list']","['list', 'list']"
liter,['literate'],['lit'],['liter']
lith,['lithe'],['lith'],['lith']
litl,['litle'],['litl'],['litl']
litorigin,['litorigin'],['litorigin'],['litorigin']
live,['lives'],['liv'],['live']
livingston,['livingston'],['livingston'],['livingston']
livshitz,['livshitz'],['livshitz'],['livshitz']
loath,"['loathed', 'loathing']","['loath', 'loath']","['loath', 'loath']"
lobbi,['lobbied'],['lobby'],['lobbi']
lobe,['lobes'],['lob'],['lobe']
lobular,['lobularity'],['lobul'],['lobular']
locat,['locate'],['loc'],['locat']
locker,['locker'],['lock'],['locker']
locki,['lockies'],['locky'],['locki']
lodg,"['lodged', 'lodgings']","['lodg', 'lodg']","['lodg', 'lodg']"
lodley,['lodley'],['lodley'],['lodley']
logger,['logger'],['log'],['logger']
logic,['logical'],['log'],['logic']
logist,['logistics'],['log'],['logist']
lohman,['lohmans'],['lohm'],['lohman']
lone,['lone'],['lon'],['lone']
longshoremen,['longshoremens'],['longshorem'],['longshoremen']
longtim,['longtime'],['longtim'],['longtim']
lonsdal,['lonsdales'],['lonsd'],['lonsdal']
look,['looked'],['look'],['look']
lookit,['lookit'],['lookit'],['lookit']
loosen,['loosens'],['loos'],['loosen']
lopatnikoff,['lopatnikoffs'],['lopatnikoff'],['lopatnikoff']
lordship,['lordship'],['lord'],['lordship']
loren,['loren'],['lor'],['loren']
losservator,['losservatore'],['losserv'],['losservator']
louis,['louise'],['lou'],['louis']
lovabl,['lovable'],['lov'],['lovabl']
loveless,['loveless'],['loveless'],['loveless']
lovelorn,['lovelorn'],['lovelorn'],['lovelorn']
lovett,['lovett'],['lovet'],['lovett']
low,['lowes'],['low'],['low']
lsu,['lsu'],['lsu'],['lsu']
lubbock,['lubbock'],['lubbock'],['lubbock']
lubric,"['lubricated', 'lubrication']","['lubr', 'lubr']","['lubric', 'lubric']"
luca,['lucas'],['luca'],['luca']
lucid,['lucid'],['lucid'],['lucid']
lucretia,['lucretia'],['lucret'],['lucretia']
luechtefeld,['luechtefeld'],['luechtefeld'],['luechtefeld']
luger,['luger'],['lug'],['luger']
luggag,['luggage'],['lug'],['luggag']
lulu,['lulu'],['lulu'],['lulu']
lumber,['lumbered'],['lumb'],['lumber']
lumia,['lumia'],['lum'],['lumia']
luniversit,['luniversite'],['luniversit'],['luniversit']
lurcat,['lurcat'],['lurc'],['lurcat']
lust,['lusts'],['lust'],['lust']
lustrou,['lustrous'],['lust'],['lustrous']
lute,['lute'],['lut'],['lute']
luther,['luthers'],['luth'],['luther']
luxuri,['luxury'],['luxury'],['luxuri']
lyman,['lyman'],['lym'],['lyman']
macklin,['macklins'],['macklin'],['macklin']
macro,['macro'],['macro'],['macro']
madagascar,['madagascar'],['madagasc'],['madagascar']
madmen,['madmen'],['madm'],['madmen']
madonna,['madonnas'],['madonna'],['madonna']
mag,['mag'],['mag'],['mag']
magdalen,['magdalene'],['magd'],['magdalen']
magnet,['magnetized'],['magnet'],['magnet']
magpi,['magpie'],['magpy'],['magpi']
mahon,['mahone'],['mahon'],['mahon']
maht,['maht'],['maht'],['maht']
maintain,['maintaining'],['maintain'],['maintain']
maitland,['maitlands'],['maitland'],['maitland']
majdanek,['majdanek'],['majdanek'],['majdanek']
major,['majority'],['maj'],['major']
make,"['makes', 'makings']","['mak', 'mak']","['make', 'make']"
malabar,['malabar'],['malab'],['malabar']
maladi,['maladies'],['malady'],['maladi']
malform,['malformations'],['malform'],['malform']
malia,['malia'],['mal'],['malia']
malign,['malign'],['malign'],['malign']
malta,['malta'],['malt'],['malta']
manhattan,['manhattans'],['manhat'],['manhattan']
manhour,['manhours'],['manho'],['manhour']
mani,['many'],['many'],['mani']
manifest,['manifested'],['manifest'],['manifest']
manikin,['manikin'],['manikin'],['manikin']
mankowski,['mankowski'],['mankowsk'],['mankowski']
manli,['manliness'],['man'],['manli']
mantegna,['mantegna'],['mantegn'],['mantegna']
manufactur,"['manufactured', 'manufacturing', 'manufactures']","['manufact', 'manufact', 'manufact']","['manufactur', 'manufactur', 'manufactur']"
manzanola,['manzanola'],['manzanol'],['manzanola']
map,['mapping'],['map'],['map']
maraud,['marauders'],['maraud'],['maraud']
marchin,['marchin'],['marchin'],['marchin']
marciu,['marcius'],['marci'],['marcius']
mardi,"['mardi', 'mardis']","['mard', 'mard']","['mardi', 'mardi']"
margo,['margo'],['margo'],['margo']
mari,['maris'],['mar'],['mari']
marin,['mariner'],['marin'],['marin']
markovitz,['markovitz'],['markovitz'],['markovitz']
marksmanship,['marksmanship'],['marksm'],['marksmanship']
marmalad,['marmalade'],['marmalad'],['marmalad']
marriag,['marriages'],['marry'],['marriag']
marshal,['marshals'],['marsh'],['marshal']
marsicano,['marsicano'],['marsicano'],['marsicano']
mart,"['marts', 'mart']","['mart', 'mart']","['mart', 'mart']"
martinelli,['martinelli'],['martinell'],['martinelli']
martingal,['martingale'],['mart'],['martingal']
mash,['mash'],['mash'],['mash']
massuh,['massuh'],['massuh'],['massuh']
mast,['masted'],['mast'],['mast']
master,"['mastered', 'masters']","['mast', 'mast']","['master', 'master']"
mate,['mate'],['mat'],['mate']
mateo,['mateo'],['mateo'],['mateo']
materi,"['materialize', 'materialism', 'materials']","['mat', 'mat', 'mat']","['materi', 'materi', 'materi']"
materialist,['materialistic'],['mat'],['materialist']
matic,['matic'],['mat'],['matic']
matron,['matron'],['matron'],['matron']
matt,['matt'],['mat'],['matt']
matter,"['mattered', 'matter']","['mat', 'mat']","['matter', 'matter']"
matunuck,['matunuck'],['matunuck'],['matunuck']
matur,"['maturities', 'maturity']","['mat', 'mat']","['matur', 'matur']"
mauch,['mauch'],['mauch'],['mauch']
maurier,['maurier'],['maury'],['maurier']
maxim,['maximization'],['maxim'],['maxim']
maxwel,['maxwell'],['maxwel'],['maxwel']
mayflow,['mayflower'],['mayflow'],['mayflow']
mayhem,['mayhem'],['mayhem'],['mayhem']
mazowsz,['mazowsze'],['mazowsz'],['mazowsz']
mcauliff,['mcauliffe'],['mcauliff'],['mcauliff']
mccone,['mccones'],['mccones'],['mccone']
mccracken,['mccracken'],['mccracken'],['mccracken']
mcdonnel,['mcdonnell'],['mcdonnell'],['mcdonnel']
mcfarland,['mcfarland'],['mcfarland'],['mcfarland']
mcghie,['mcghie'],['mcghie'],['mcghie']
mcintosh,['mcintosh'],['mcintosh'],['mcintosh']
mcintyr,['mcintyre'],['mcintyr'],['mcintyr']
mcnaughton,['mcnaughton'],['mcnaughton'],['mcnaughton']
meadow,['meadow'],['meadow'],['meadow']
mealynos,['mealynosed'],['mealynos'],['mealynos']
mean,"['meanes', 'meanness']","['mean', 'mean']","['mean', 'mean']"
meander,['meandering'],['meand'],['meander']
meati,['meaty'],['meaty'],['meati']
mechanist,['mechanist'],['mech'],['mechanist']
medea,['medea'],['mede'],['medea']
medfield,['medfield'],['medfield'],['medfield']
medic,['medical'],['med'],['medic']
mediev,['medieval'],['mediev'],['mediev']
mediocr,['mediocrities'],['mediocr'],['mediocr']
medmenham,['medmenham'],['medmenham'],['medmenham']
mee,['mee'],['mee'],['mee']
meekli,['meekly'],['meek'],['meek']
meet,['meetings'],['meet'],['meet']
meisenheim,['meisenheimer'],['meisenheim'],['meisenheim']
melamin,['melamine'],['melamin'],['melamin']
mele,['melee'],['mel'],['mele']
mellow,['mellow'],['mellow'],['mellow']
mem,['mem'],['mem'],['mem']
memoir,['memoir'],['memoir'],['memoir']
memor,['memorize'],['mem'],['memor']
memori,['memories'],['mem'],['memori']
memphi,['memphis'],['memph'],['memphi']
menarch,['menarche'],['menarch'],['menarch']
merrimack,['merrimack'],['merrimack'],['merrimack']
merrymak,['merrymaking'],['merrymak'],['merrymak']
merz,['merz'],['merz'],['merz']
mess,['messed'],['mess'],['mess']
messeng,['messengers'],['messeng'],['messeng']
metabolit,['metabolites'],['metabolit'],['metabolit']
metalsmith,['metalsmiths'],['metalsmith'],['metalsmith']
metaphor,['metaphorical'],['metaph'],['metaphor']
metr,['metre'],['met'],['metr']
metropolian,['metropolian'],['metropol'],['metropolian']
mettl,['mettle'],['mettl'],['mettl']
mettlesom,['mettlesome'],['mettlesom'],['mettlesom']
mexican,['mexican'],['mex'],['mexican']
meynel,['meynells'],['meynel'],['meynel']
mglbod,['mglbod'],['mglbod'],['mglbod']
mgm,['mgm'],['mgm'],['mgm']
miasmal,['miasmal'],['miasm'],['miasmal']
michaelson,['michaelson'],['michaelson'],['michaelson']
michilimackinac,['michilimackinac'],['michilimackinac'],['michilimackinac']
microbi,['microbial'],['microb'],['microbi']
microsom,['microsomal'],['microsom'],['microsom']
midshipmen,['midshipmen'],['midshipm'],['midshipmen']
mif,['miffed'],['miff'],['mif']
mightili,['mightily'],['mighty'],['mightili']
mikhail,['mikhail'],['mikhail'],['mikhail']
milan,['milan'],['mil'],['milan']
mileston,['milestones'],['mileston'],['mileston']
milhaud,['milhauds'],['milhaud'],['milhaud']
mill,['milling'],['mil'],['mill']
millay,['millay'],['millay'],['millay']
miller,['millers'],['mil'],['miller']
million,['million'],['mil'],['million']
millss,['millss'],['millss'],['millss']
milquetoast,['milquetoasts'],['milquetoast'],['milquetoast']
milwauke,['milwaukees'],['milwauk'],['milwauke']
mimet,['mimetically'],['mimet'],['mimet']
mind,"['mindful', 'minds']","['mind', 'mind']","['mind', 'mind']"
miner,['mineralized'],['min'],['miner']
minist,['ministers'],['min'],['minist']
minor,['minors'],['min'],['minor']
minut,['minute'],['minut'],['minut']
minutia,['minutiae'],['minutia'],['minutia']
mischa,['mischa'],['misch'],['mischa']
misconstruct,['misconstructions'],['misconstruct'],['misconstruct']
miscreant,['miscreants'],['miscr'],['miscreant']
misde,['misdeeds'],['misdee'],['misde']
miseri,['misery'],['misery'],['miseri']
mislead,['misleading'],['mislead'],['mislead']
miss,['missed'],['miss'],['miss']
mistak,['mistakes'],['mistak'],['mistak']
mitig,"['mitigate', 'mitigating']","['mitig', 'mitig']","['mitig', 'mitig']"
miuchi,['miuchi'],['miuch'],['miuchi']
mixtur,['mixture'],['mixt'],['mixtur']
mm,['mm'],['mm'],['mm']
mme,['mme'],['mme'],['mme']
mob,['mob'],['mob'],['mob']
moccasin,['moccasins'],['moccasin'],['moccasin']
moffett,['moffett'],['moffet'],['moffett']
molotov,['molotov'],['molotov'],['molotov']
momma,['momma'],['momm'],['momma']
mommi,['mommys'],['mommy'],['mommi']
monast,['monastic'],['monast'],['monast']
monei,['monei'],['mone'],['monei']
monel,['monel'],['monel'],['monel']
monosyl,['monosyllables'],['monosyl'],['monosyl']
montero,['montero'],['montero'],['montero']
montfaucon,['montfaucon'],['montfaucon'],['montfaucon']
monument,['monument'],['monu'],['monument']
moo,['moos'],['moo'],['moo']
moon,['moons'],['moon'],['moon']
mooncurs,['mooncursers'],['mooncurs'],['mooncurs']
moor,['mooring'],['moor'],['moor']
mor,['mor'],['mor'],['mor']
moral,['moralities'],['mor'],['moral']
moriarti,['moriartys'],['moriarty'],['moriarti']
moros,['morose'],['moros'],['moros']
mose,['mose'],['mos'],['mose']
motel,['motels'],['motel'],['motel']
moth,['moth'],['moth'],['moth']
motherhood,['motherhood'],['moth'],['motherhood']
mould,"['mould', 'moulding']","['mould', 'mould']","['mould', 'mould']"
mountainsid,['mountainsides'],['mountainsid'],['mountainsid']
mousi,['mousie'],['mousy'],['mousi']
moustach,['moustache'],['moustach'],['moustach']
mouth,['mouthful'],['mouth'],['mouth']
mozart,['mozarts'],['mozart'],['mozart']
mp,['mp'],['mp'],['mp']
ms,['ms'],['ms'],['ms']
mucilag,['mucilage'],['mucil'],['mucilag']
mucosa,['mucosa'],['mucos'],['mucosa']
muddi,['muddy'],['muddy'],['muddi']
mudguard,['mudguard'],['mudguard'],['mudguard']
muff,['muff'],['muff'],['muff']
mule,['mules'],['mul'],['mule']
mulligan,['mulligans'],['mullig'],['mulligan']
multipli,['multiplies'],['multiply'],['multipli']
multitud,['multitudes'],['multitud'],['multitud']
multnomah,['multnomah'],['multnomah'],['multnomah']
munro,['munroe'],['munro'],['munro']
murat,['murat'],['mur'],['murat']
murmur,['murmur'],['murm'],['murmur']
murtaugh,['murtaugh'],['murtaugh'],['murtaugh']
muscl,['muscles'],['musc'],['muscl']
museum,['museums'],['museum'],['museum']
musial,['musial'],['mus'],['musial']
musician,['musician'],['mus'],['musician']
musicianship,['musicianship'],['mus'],['musicianship']
mustachio,['mustachioed'],['mustachio'],['mustachio']
musti,['mustiness'],['musty'],['musti']
mutat,"['mutational', 'mutations']","['mut', 'mut']","['mutat', 'mutat']"
mycobacteria,['mycobacteria'],['mycobacter'],['mycobacteria']
myn,['myn'],['myn'],['myn']
myocardi,['myocardial'],['myocard'],['myocardi']
myron,['myron'],['myron'],['myron']
mystic,"['mystic', 'mysticism']","['myst', 'myst']","['mystic', 'mystic']"
nabisco,['nabisco'],['nabisco'],['nabisco']
nag,['nagging'],['nag'],['nag']
nagamo,['nagamo'],['nagamo'],['nagamo']
nairo,['nairo'],['nairo'],['nairo']
naomi,['naomi'],['naom'],['naomi']
narrow,['narrowed'],['narrow'],['narrow']
narrowli,['narrowly'],['narrow'],['narrowli']
nashvil,['nashville'],['nashvil'],['nashvill']
nat,['nat'],['nat'],['nat']
natal,['natal'],['nat'],['natal']
nate,['nates'],['nat'],['nate']
natti,['natty'],['natty'],['natti']
natur,['nature'],['nat'],['natur']
naughtier,['naughtier'],['naughty'],['naughtier']
navig,['navigators'],['navig'],['navig']
nc,['nc'],['nc'],['nc']
neal,['neal'],['neal'],['neal']
nearsightedli,['nearsightedly'],['nearsight'],['nearsight']
neat,['neat'],['neat'],['neat']
nebul,['nebulous'],['neb'],['nebul']
necrot,['necrotic'],['necrot'],['necrot']
nectar,['nectar'],['nect'],['nectar']
need,['needing'],['nee'],['need']
neesen,['neesen'],['nees'],['neesen']
neglect,"['neglected', 'neglects']","['neglect', 'neglect']","['neglect', 'neglect']"
neglig,['negligent'],['neglig'],['neglig']
negro,['negroes'],['negro'],['negro']
nehru,['nehrus'],['nehr'],['nehrus']
neighbor,['neighbors'],['neighb'],['neighbor']
nelli,['nellie'],['nel'],['nelli']
nemesi,['nemesis'],['nemes'],['nemesi']
nenniu,['nennius'],['nenni'],['nennius']
neocort,['neocortical'],['neocort'],['neocort']
nest,['nested'],['nest'],['nest']
network,['network'],['network'],['network']
neuberg,['neuberger'],['neuberg'],['neuberg']
neurasthen,['neurasthenic'],['neurasth'],['neurasthen']
neuriti,['neuritis'],['neurit'],['neuriti']
neuros,['neuroses'],['neuros'],['neuros']
neustet,['neusteters'],['neustet'],['neustet']
neutral,['neutrality'],['neut'],['neutral']
neversink,['neversink'],['neversink'],['neversink']
newbiggin,['newbiggins'],['newbiggin'],['newbiggin']
newbold,['newbold'],['newbold'],['newbold']
newspaperman,['newspaperman'],['newspaperm'],['newspaperman']
nicaragua,['nicaragua'],['nicaragu'],['nicaragua']
nick,['nicked'],['nick'],['nick']
nicodemu,['nicodemus'],['nicodem'],['nicodemus']
niebuhr,['niebuhr'],['niebuhr'],['niebuhr']
niggertown,['niggertown'],['niggertown'],['niggertown']
nightmar,['nightmares'],['nightm'],['nightmar']
nike,['nike'],['nik'],['nike']
nile,['nile'],['nil'],['nile']
nilsson,['nilsson'],['nilsson'],['nilsson']
nitrat,['nitrates'],['nit'],['nitrat']
no,['nos'],['nos'],['nos']
nobel,['nobel'],['nobel'],['nobel']
nod,['nods'],['nod'],['nod']
noir,['noire'],['noir'],['noir']
noisemak,['noisemakers'],['noisemak'],['noisemak']
nolo,['nolo'],['nolo'],['nolo']
nomia,['nomias'],['nomia'],['nomia']
noncommiss,['noncommissioned'],['noncommit'],['noncommiss']
nondri,['nondrying'],['nondry'],['nondri']
nonequival,['nonequivalence'],['nonequ'],['nonequival']
nonpartisan,['nonpartisan'],['nonpart'],['nonpartisan']
nordmann,['nordmann'],['nordman'],['nordmann']
nordstrom,['nordstrom'],['nordstrom'],['nordstrom']
norfolk,['norfolk'],['norfolk'],['norfolk']
northern,['northerner'],['northern'],['northern']
nosebag,['nosebag'],['noseb'],['nosebag']
note,['note'],['not'],['note']
notic,['notices'],['not'],['notic']
notion,['notion'],['not'],['notion']
