,index,Original,Porter,Lancaster,Snowball
17627,30214,foothills,foothil,foothil,foothil
17628,30217,catskills,catskil,catskil,catskil
17629,30234,seagulls,seagul,seagul,seagul
17630,30238,symbols,symbol,symbol,symbol
17631,30239,glycols,glycol,glycol,glycol
17632,30240,idols,idol,idol,idol
17633,30241,gogols,gogol,gogol,gogol
17634,30242,nichols,nichol,nichol,nichol
17635,30243,alcohols,alcohol,alcohol,alcohol
17636,30244,pagnols,pagnol,pagnol,pagnol
17637,30245,cools,cool,cool,cool
17638,30246,fools,fool,fool,fool
17639,30248,pools,pool,pool,pool
17640,30249,tools,tool,tool,tool
17641,30250,carols,carol,carol,carol
17642,30251,patrols,patrol,patrol,patrol
17643,30252,vectrols,vectrol,vectrol,vectrol
17644,30253,controls,control,control,control
17645,30254,parasols,parasol,parasol,parasol
17646,30255,plastisols,plastisol,plastisol,plastisol
17647,30256,aerosols,aerosol,aerosol,aerosol
17648,30257,pistols,pistol,pistol,pistol
17649,30258,carls,carl,carl,carl
17650,30259,pearls,pearl,pearl,pearl
17651,30260,girls,girl,girl,girl
17652,30262,whorls,whorl,whorl,whorl
17653,30263,curls,curl,curl,curl
17654,30265,hauls,haul,haul,haul
17655,30266,pauls,paul,paul,paul
17656,30267,handfuls,hand,hand,hand
17657,30269,teaspoonfuls,teaspoon,teaspoon,teaspoon
17658,30270,tablespoonfuls,tablespoon,tablespoon,tablespoon
17659,30272,souls,soul,soul,soul
17660,30273,shawls,shawl,shawl,shawl
17661,30274,crawls,crawl,crawl,crawl
17662,30275,owls,owl,owl,owl
17663,30276,bowls,bowl,bowl,bowl
17664,30277,howls,howl,howl,howl
17665,30278,jowls,jowl,jowl,jowl
17666,30279,sibyls,sibyl,sibyl,sibyl
17667,30280,dactyls,dactyl,dactyl,dactyl
17668,30281,ms,ms,ms,ms
17669,30282,varlaams,varlaam,varlaam,varlaam
17670,30283,cams,cam,cam,cam
17671,30284,dams,dam,dam,dam
17672,30285,adams,adam,adam,adam
17673,30286,beams,beam,beam,beam
17674,30287,reams,ream,ream,ream
17675,30288,creams,cream,cream,cream
17676,30290,dreams,dream,dream,dream
17677,30292,seams,seam,seam,seam
17678,30293,teams,team,team,team
17679,30294,hams,ham,ham,ham
17680,30295,needhams,needham,needham,needham
17681,30296,wyndhams,wyndham,wyndham,wyndham
17682,30297,ginghams,gingham,gingham,gingham
17683,30298,cunninghams,cunningham,cunningham,cunningham
17684,30299,burnhams,burnham,burnham,burnham
17685,30300,gorhams,gorham,gorham,gorham
17686,30301,shams,sham,sham,sham
17687,30302,havishams,havisham,havisham,havisham
17688,30303,williams,william,william,william
17689,30304,miriams,miriam,miriam,miriam
17690,30305,jams,jam,jam,jam
17691,30306,clams,clam,clam,clam
17692,30307,islams,islam,islam,islam
17693,30308,nams,nam,nam,nam
17694,30309,jeroboams,jeroboam,jeroboam,jeroboam
17695,30310,foams,foam,foam,foam
17696,30311,pams,pam,pam,pam
17697,30312,abrams,abram,abram,abram
17698,30313,grams,gram,gram,gram
17699,30314,diagrams,diagram,diagram,diagram
17700,30315,telegrams,telegram,telegram,telegram
17701,30316,milligrams,milligram,milligram,milligram
17702,30317,epigrams,epigram,epigram,epigram
17703,30318,programs,program,program,program
17704,30319,prams,pram,pram,pram
17705,30321,sams,sam,sam,sam
17706,30322,balsams,balsam,balsam,balsam
17707,30323,piepsams,piepsam,piepsam,piepsam
17708,30324,howsams,howsam,howsam,howsam
17709,30325,heidenstams,heidenstam,heidenstam,heidenstam
17710,30326,icbms,icbm,icbm,icbm
17711,30327,seems,seem,seem,seem
17712,30328,teems,teem,teem,teem
17713,30329,gems,gem,gem,gem
17714,30331,sachems,sachem,sachem,sachem
17715,30332,thems,them,them,them
17716,30333,anthems,anthem,anthem,anthem
17717,30334,problems,problem,problem,problem
17718,30335,harlems,harlem,harlem,harlem
17719,30336,moslems,moslem,moslem,moslem
17720,30337,poems,poem,poem,poem
17721,30338,items,item,item,item
17722,30339,stems,stem,stem,stem
17723,30340,systems,system,system,system
17724,30341,subsystems,subsystem,subsystem,subsystem
17725,30342,diaphragms,diaphragm,diaphragm,diaphragm
17726,30343,paradigms,paradigm,paradigm,paradigm
17727,30345,brahms,brahm,brahm,brahm
17728,30346,seebohms,seebohm,seebohm,seebohm
17729,30347,jerebohms,jerebohm,jerebohm,jerebohm
17730,30348,ekstrohms,ekstrohm,ekstrohm,ekstrohm
17731,30349,logarithms,logarithm,logarithm,logarithm
17732,30350,rhythms,rhythm,rhythm,rhythm
17733,30351,aims,aim,aim,aim
17734,30352,claims,claim,claim,claim
17735,30353,acclaims,acclaim,acclaim,acclaim
17736,30354,proclaims,proclaim,proclaim,proclaim
17737,30355,exclaims,exclaim,exclaim,exclaim
17738,30356,rheims,rheim,rheim,rheim
17739,30357,shims,shim,shim,shim
17740,30358,whims,whim,whim,whim
17741,30359,jims,jim,jim,jim
17742,30360,muslims,muslim,muslim,muslim
17743,30361,rims,rim,rim,rim
17744,30362,pilgrims,pilgrim,pilgrim,pilgrim
17745,30363,krims,krim,krim,krim
17746,30364,trims,trim,trim,trim
17747,30365,sims,sim,sim,sim
17748,30366,tims,tim,tim,tim
17749,30367,victims,victim,victim,victim
17750,30368,maxims,maxim,maxim,maxim
17751,30369,realms,realm,realm,realm
17752,30370,palms,palm,palm,palm
17753,30371,qualms,qualm,qualm,qualm
17754,30372,elms,elm,elm,elm
17755,30373,anselms,anselm,anselm,anselm
17756,30374,films,film,film,film
17757,30379,freedoms,freedom,freedom,freedom
17758,30380,chiefdoms,chiefdom,chiefdom,chiefdom
17759,30381,kingdoms,kingdom,kingdom,kingdom
17760,30382,thoms,thom,thom,thom
17761,30383,fathoms,fathom,fathom,fathom
17762,30384,idioms,idiom,idiom,idiom
17763,30385,axioms,axiom,axiom,axiom
17764,30386,moms,mom,mom,mom
17765,30387,dooms,doom,doom,doom
17766,30388,looms,loom,loom,loom
17767,30389,blooms,bloom,bloom,bloom
17768,30390,rooms,room,room,room
17769,30391,clubrooms,clubroom,clubroom,clubroom
17770,30392,bedrooms,bedroom,bedroom,bedroom
17771,30393,grooms,groom,groom,groom
17772,30394,bridegrooms,bridegroom,bridegroom,bridegroom
17773,30396,mushrooms,mushroom,mushroom,mushroom
17774,30397,bathrooms,bathroom,bathroom,bathroom
17775,30398,cloakrooms,cloakroom,cloakroom,cloakroom
17776,30399,classrooms,classroom,classroom,classroom
17777,30400,zooms,zoom,zoom,zoom
17778,30401,pogroms,pogrom,pogrom,pogrom
17779,30402,transoms,transom,transom,transom
17780,30403,bosoms,bosom,bosom,bosom
17781,30404,blossoms,blossom,blossom,blossom
17782,30405,toms,tom,tom,tom
17783,30406,atoms,atom,atom,atom
17784,30407,diatoms,diatom,diatom,diatom
17785,30408,symptoms,symptom,symptom,symptom
17786,30409,customs,custom,custom,custom
17787,30410,bottoms,bottom,bottom,bottom
17788,30411,arms,arm,arm,arm
17789,30412,sidearms,sidearm,sidearm,sidearm
17790,30413,firearms,firearm,firearm,firearm
17791,30414,forearms,forearm,forearm,forearm
17792,30415,farms,farm,farm,farm
17793,30416,charms,charm,charm,charm
17794,30417,alarms,alarm,alarm,alarm
17795,30418,warms,warm,warm,warm
17796,30419,swarms,swarm,swarm,swarm
17797,30420,germs,germ,germ,germ
17798,30421,terms,term,term,term
17799,30422,firms,firm,firm,firm
17800,30423,affirms,affirm,affirm,affirm
17801,30424,reaffirms,reaffirm,reaffirm,reaffirm
17802,30425,confirms,confirm,confirm,confirm
17803,30426,squirms,squirm,squirm,squirm
17804,30427,forms,form,form,form
17805,30428,reforms,reform,reform,reform
17806,30429,uniforms,uniform,uniform,uniform
17807,30430,informs,inform,inform,inform
17808,30431,conforms,conform,conform,conform
17809,30432,performs,perform,perform,perform
17810,30433,transforms,transform,transform,transform
17811,30434,platforms,platform,platform,platform
17812,30435,norms,norm,norm,norm
17813,30436,storms,storm,storm,storm
17814,30437,worms,worm,worm,worm
17815,30438,silkworms,silkworm,silkworm,silkworm
17816,30439,sarcasms,sarcasm,sarcasm,sarcasm
17817,30440,orgasms,orgasm,orgasm,orgasm
17818,30441,enthusiasms,enthusiasm,enthusiasm,enthusiasm
17819,30442,spasms,spasm,spasm,spasm
17820,30450,antagonisms,antagon,antagon,antagon
17821,30451,anachronisms,anachron,anachron,anachron
17822,30452,southernisms,southern,southern,southern
17823,30456,magnetisms,magnet,magnet,magnet
17824,30458,bums,bum,bum,bum
17825,30459,albums,album,album,album
17826,30460,slocums,slocum,slocum,slocum
17827,30461,museums,museum,museum,museum
17828,30462,gums,gum,gum,gum
17829,30468,hoodlums,hoodlum,hoodlum,hoodlum
17830,30469,slums,slum,slum,slum
17831,30470,curriculums,curriculum,curriculum,curriculum
17832,30472,maximums,maximum,maximum,maximum
17833,30473,magnums,magnum,magnum,magnum
17834,30474,tregnums,tregnum,tregnum,tregnum
17835,30475,sarums,sarum,sarum,sarum
17836,30476,drums,drum,drum,drum
17837,30477,doldrums,doldrum,doldrum,doldrum
17838,30478,eardrums,eardrum,eardrum,eardrum
17839,30479,forums,forum,forum,forum
17840,30480,tantrums,tantrum,tantrum,tantrum
17841,30481,sums,sum,sum,sum
17842,30482,gyms,gym,gym,gym
17843,30483,synonyms,synonym,synonym,synonym
17844,30484,ns,ns,ns,ns
17845,30485,bans,ban,ban,ban
17846,30488,cans,can,can,can
17847,30497,scans,scan,scan,scan
17848,30499,dans,dan,dan,dan
17849,30503,beans,bean,bean,bean
17850,30507,deans,dean,dean,dean
17851,30508,jeans,jean,jean,jean
17852,30509,leans,lean,lean,lean
17853,30512,means,mean,mean,mean
17854,30517,fans,fan,fan,fan
17855,30528,hans,han,han,han
17856,30546,dians,dian,dian,dian
17857,30623,kans,kan,kan,kan
17858,30627,plans,plan,plan,plan
17859,30628,mans,man,man,man
17860,30679,joans,joan,joan,joan
17861,30680,loans,loan,loan,loan
17862,30682,moans,moan,moan,moan
17863,30684,pans,pan,pan,pan
17864,30685,spans,span,span,span
17865,30688,frans,fran,fran,fran
17866,30689,trans,tran,tran,tran
17867,30691,sans,san,san,san
17868,30700,stans,stan,stan,stan
17869,30705,swans,swan,swan,swan
17870,30710,haydns,haydn,haydn,haydn
17871,30711,saens,saen,saen,saen
17872,30712,bens,ben,ben,ben
17873,30715,dens,den,den,den
17874,30728,eileens,eileen,eileen,eileen
17875,30730,smithereens,smithereen,smithereen,smithereen
17876,30731,greens,green,green,green
17877,30732,teens,teen,teen,teen
17878,30733,queens,queen,queen,queen
17879,30734,fens,fen,fen,fen
17880,30743,hens,hen,hen,hen
17881,30750,liens,lien,lien,lien
17882,30752,jens,jen,jen,jen
17883,30760,lens,len,len,len
17884,30765,mens,men,men,men
17885,30779,pens,pen,pen,pen
17886,30788,sens,sen,sen,sen
17887,30796,tens,ten,ten,ten
17888,30820,campaigns,campaign,campaign,campaign
17889,30821,reigns,reign,reign,reign
17890,30822,sovereigns,sovereign,sovereign,sovereign
17891,30823,signs,sign,sign,sign
17892,30824,designs,design,design,design
17893,30825,resigns,resign,resign,resign
17894,30826,assigns,assign,assign,assign
17895,30827,kahns,kahn,kahn,kahn
17896,30828,spahns,spahn,spahn,spahn
17897,30829,johns,john,john,john
17898,30830,mendelssohns,mendelssohn,mendelssohn,mendelssohn
17899,30831,ins,in,in,in
17900,30832,disdains,disdain,disdain,disdain
17901,30833,gains,gain,gain,gain
17902,30834,regains,regain,regain,regain
17903,30835,bargains,bargain,bargain,bargain
17904,30836,chains,chain,chain,chain
17905,30837,chilblains,chilblain,chilblain,chilblain
17906,30838,villains,villain,villain,villain
17907,30839,plains,plain,plain,plain
17908,30840,chaplains,chaplain,chaplain,chaplain
17909,30841,complains,complain,complain,complain
17910,30842,explains,explain,explain,explain
17911,30843,mains,main,main,main
17912,30844,remains,remain,remain,remain
17913,30845,domains,domain,domain,domain
17914,30846,pains,pain,pain,pain
17915,30847,rains,rain,rain,rain
17916,30848,brains,brain,brain,brain
17917,30849,drains,drain,drain,drain
17918,30850,grains,grain,grain,grain
17919,30852,terrains,terrain,terrain,terrain
17920,30853,trains,train,train,train
17921,30855,restrains,restrain,restrain,restrain
17922,30856,retains,retain,retain,retain
17923,30857,chieftains,chieftain,chieftain,chieftain
17924,30858,maritains,maritain,maritain,maritain
17925,30859,britains,britain,britain,britain
17926,30860,maintains,maintain,maintain,maintain
17927,30861,contains,contain,contain,contain
17928,30862,fountains,fountain,fountain,fountain
17929,30863,mountains,mountain,mountain,mountain
17930,30864,captains,captain,captain,captain
17931,30865,pertains,pertain,pertain,pertain
17932,30866,curtains,curtain,curtain,curtain
17933,30867,stains,stain,stain,stain
17934,30868,bloodstains,bloodstain,bloodstain,bloodstain
17935,30869,sustains,sustain,sustain,sustain
17936,30870,attains,attain,attain,attain
17937,30871,putains,putain,putain,putain
17938,30872,twains,twain,twain,twain
17939,30873,bins,bin,bin,bin
17940,30874,cabins,cabin,cabin,cabin
17941,30875,bobbins,bobbin,bobbin,bobbin
17942,30876,dobbins,dobbin,dobbin,dobbin
17943,30877,robbins,robbin,robbin,robbin
17944,30878,nubbins,nubbin,nubbin,nubbin
17945,30879,reins,rein,rein,rein
17946,30880,proteins,protein,protein,protein
17947,30881,steins,stein,stein,stein
17948,30882,einsteins,einstein,einstein,einstein
17949,30883,weinsteins,weinstein,weinstein,weinstein
17950,30884,veins,vein,vein,vein
17951,30885,fins,fin,fin,fin
17952,30886,grafins,grafin,grafin,grafin
17953,30887,griffins,griffin,griffin,griffin
17954,30888,muffins,muffin,muffin,muffin
17955,30889,gins,gin,gin,gin
17956,30890,begins,begin,begin,begin
17957,30891,newbiggins,newbiggin,newbiggin,newbiggin
17958,30892,groggins,groggin,groggin,groggin
17959,30893,huggins,huggin,huggin,huggin
17960,30894,origins,origin,origin,origin
17961,30895,margins,margin,margin,margin
17962,30896,chins,chin,chin,chin
17963,30897,hutchins,hutchin,hutchin,hutchin
17964,30898,dolphins,dolphin,dolphin,dolphin
17965,30899,pickins,pickin,pickin,pickin
17966,30900,manikins,manikin,manikin,manikin
17967,30901,potemkins,potemkin,potemkin,potemkin
17968,30902,tomkins,tomkin,tomkin,tomkin
17969,30903,rankins,rankin,rankin,rankin
17970,30904,jenkins,jenkin,jenkin,jenkin
17971,30905,napkins,napkin,napkin,napkin
17972,30906,simpkins,simpkin,simpkin,simpkin
17973,30907,hopkins,hopkin,hopkin,hopkin
17974,30908,larkins,larkin,larkin,larkin
17975,30909,gherkins,gherkin,gherkin,gherkin
17976,30910,perkins,perkin,perkin,perkin
17977,30911,skins,skin,skin,skin
17978,30912,haskins,haskin,haskin,haskin
17979,30913,buckskins,buckskin,buckskin,buckskin
17980,30914,deerskins,deerskin,deerskin,deerskin
17981,30915,catkins,catkin,catkin,catkin
17982,30916,hawkins,hawkin,hawkin,hawkin
17983,30917,stalins,stalin,stalin,stalin
17984,30918,lublins,lublin,lublin,lublin
17985,30919,coughlins,coughlin,coughlin,coughlin
17986,30920,tailins,tailin,tailin,tailin
17987,30921,macklins,macklin,macklin,macklin
17988,30922,brocklins,brocklin,brocklin,brocklin
17989,30923,franklins,franklin,franklin,franklin
17990,30924,collins,collin,collin,collin
17991,30925,rollins,rollin,rollin,rollin
17992,30926,mullins,mullin,mullin,mullin
17993,30927,kremlins,kremlin,kremlin,kremlin
17994,30928,violins,violin,violin,violin
17995,30929,doolins,doolin,doolin,doolin
17996,30930,marlins,marlin,marlin,marlin
17997,30931,berlins,berlin,berlin,berlin
17998,30932,tarpaulins,tarpaulin,tarpaulin,tarpaulin
17999,30933,globulins,globulin,globulin,globulin
18000,30934,rawlins,rawlin,rawlin,rawlin
18001,30935,vitamins,vitamin,vitamin,vitamin
18002,30936,lanins,lanin,lanin,lanin
18003,30937,lenins,lenin,lenin,lenin
18004,30938,agglutinins,agglutinin,agglutinin,agglutinin
18005,30939,saponins,saponin,saponin,saponin
18006,30940,coins,coin,coin,coin
18007,30941,joins,join,join,join
18008,30942,adjoins,adjoin,adjoin,adjoin
18009,30943,loins,loin,loin,loin
18010,30944,pins,pin,pin,pin
18011,30945,chopins,chopin,chopin,chopin
18012,30946,underpins,underpin,underpin,underpin
18013,30947,grins,grin,grin,grin
18014,30948,nagrins,nagrin,nagrin,nagrin
18015,30949,perrins,perrin,perrin,perrin
18016,30950,sins,sin,sin,sin
18017,30951,moccasins,moccasin,moccasin,moccasin
18018,30952,resins,resin,resin,resin
18019,30953,wisconsins,wisconsin,wisconsin,wisconsin
18020,30954,assassins,assassin,assassin,assassin
18021,30955,poussins,poussin,poussin,poussin
18022,30956,cousins,cousin,cousin,cousin
18023,30957,zamiatins,zamiatin,zamiatin,zamiatin
18024,30958,bulletins,bulletin,bulletin,bulletin
18025,30959,martins,martin,martin,martin
18026,30960,austins,austin,austin,austin
18027,30961,jannequins,jannequin,jannequin,jannequin
18028,30962,sequins,sequin,sequin,sequin
18029,30963,ruins,ruin,ruin,ruin
18030,30964,gavins,gavin,gavin,gavin
18031,30965,blevins,blevin,blevin,blevin
18032,30966,colvins,colvin,colvin,colvin
18033,30967,wins,win,win,win
18034,30968,gershwins,gershwin,gershwin,gershwin
18035,30969,darwins,darwin,darwin,darwin
18036,30970,twins,twin,twin,twin
18037,30971,lincolns,lincoln,lincoln,lincoln
18038,30972,condemns,condemn,condemn,condemn
18039,30973,columns,column,column,column
18040,30974,hymns,hymn,hymn,hymn
18041,30993,ribbons,ribbon,ribbon,ribbon
18042,30994,carbons,carbon,carbon,carbon
18043,30995,hydrocarbons,hydrocarbon,hydrocarbon,hydrocarbon
18044,30996,bourbons,bourbon,bourbon,bourbon
18045,30997,cons,con,con,con
18046,30998,deacons,deacon,deacon,deacon
18047,30999,falcons,falcon,falcon,falcon
18048,31000,brandons,brandon,brandon,brandon
18049,31001,tendons,tendon,tendon,tendon
18050,31002,londons,london,london,london
18051,31003,mastodons,mastodon,mastodon,mastodon
18052,31004,pardons,pardon,pardon,pardon
18053,31005,gordons,gordon,gordon,gordon
18054,31006,loudons,loudon,loudon,loudon
18055,31007,pigeons,pigeon,pigeon,pigeon
18056,31008,surgeons,surgeon,surgeon,surgeon
18057,31009,luncheons,luncheon,luncheon,luncheon
18058,31010,escutcheons,escutcheon,escutcheon,escutcheon
18059,31011,theons,theon,theon,theon
18060,31012,pantheons,pantheon,pantheon,pantheon
18061,31013,napoleons,napoleon,napoleon,napoleon
18062,31014,carreons,carreon,carreon,carreon
18063,31015,dragons,dragon,dragon,dragon
18064,31016,snapdragons,snapdragon,snapdragon,snapdragon
18065,31017,pentagons,pentagon,pentagon,pentagon
18066,31018,wagons,wagon,wagon,wagon
18067,31019,lenygons,lenygon,lenygon,lenygon
18068,31020,othons,othon,othon,othon
18069,31021,ions,ion,ion,ion
18070,31024,scions,scion,scion,scion
18071,31030,lions,lion,lion,lion
18072,31047,occasions,occas,occas,occas
18073,31048,persuasions,persuas,persuas,persuas
18074,31049,evasions,evas,evas,evas
18075,31050,invasions,invas,invas,invas
18076,31060,repulsions,repuls,repuls,repuls
18077,31061,compulsions,compuls,compuls,compuls
18078,31062,propulsions,propuls,propuls,propuls
18079,31063,convulsions,convuls,convuls,convuls
18080,31077,excursions,excurs,excurs,excurs
18081,31079,accessions,access,access,access
18082,31080,concessions,concess,concess,concess
18083,31081,confessions,confess,confess,confess
18084,31082,professions,profess,profess,profess
18085,31083,aggressions,aggress,aggress,aggress
18086,31084,digressions,digress,digress,digress
18087,31085,progressions,progress,progress,progress
18088,31086,depressions,depress,depress,depress
18089,31087,repressions,repress,repress,repress
18090,31088,impressions,impress,impress,impress
18091,31089,expressions,express,express,express
18092,31091,obsessions,obsess,obsess,obsess
18093,31092,possessions,possess,possess,possess
18094,31100,repercussions,repercuss,repercuss,repercuss
18095,31101,discussions,discuss,discuss,discuss
18096,31102,confusions,confus,confus,confus
18097,31103,transfusions,transfus,transfus,transfus
18098,31112,exacerbations,exacerb,exacerb,exacerb
18099,31113,perturbations,perturb,perturb,perturb
18100,31115,imprecations,imprec,imprec,imprec
18101,31133,allocations,alloc,alloc,alloc
18102,31134,dislocations,disloc,disloc,disloc
18103,31135,evocations,evoc,evoc,evoc
18104,31136,convocations,convoc,convoc,convoc
18105,31137,educations,educ,educ,educ
18106,31139,retrogradations,retrograd,retrograd,retrograd
18107,31141,liquidations,liquid,liquid,liquid
18108,31142,recommendations,recommend,recommend,recommend
18109,31143,inundations,inund,inund,inund
18110,31145,accommodations,accommod,accommod,accommod
18111,31146,accomodations,accomod,accomod,accomod
18112,31149,delegations,deleg,deleg,deleg
18113,31150,allegations,alleg,alleg,alleg
18114,31151,aggregations,aggreg,aggreg,aggreg
18115,31152,congregations,congreg,congreg,congreg
18116,31153,obligations,oblig,oblig,oblig
18117,31154,investigations,investig,investig,investig
18118,31155,corrugations,corrug,corrug,corrug
18119,31169,interrelations,interrel,interrel,interrel
18120,31170,correlations,correl,correl,correl
18121,31171,revelations,revel,revel,revel
18122,31172,compilations,compil,compil,compil
18123,31173,installations,instal,instal,instal
18124,31174,constellations,constel,constel,constel
18125,31176,extrapolations,extrapol,extrapol,extrapol
18126,31177,interpolations,interpol,interpol,interpol
18127,31178,desolations,desol,desol,desol
18128,31195,proclamations,proclam,proclam,proclam
18129,31196,exclamations,exclam,exclam,exclam
18130,31197,intimations,intim,intim,intim
18131,31198,approximations,approxim,approxim,approxim
18132,31199,affirmations,affirm,affirm,affirm
18133,31201,malformations,malform,malform,malform
18134,31202,conformations,conform,conform,conform
18135,31203,exhumations,exhum,exhum,exhum
18136,31207,designations,design,design,design
18137,31208,resignations,resign,resign,resign
18138,31209,combinations,combin,combin,combin
18139,31210,hallucinations,hallucin,hallucin,hallucin
18140,31211,imaginations,imagin,imagin,imagin
18141,31212,declinations,declin,declin,declin
18142,31213,inclinations,inclin,inclin,inclin
18143,31214,examinations,examin,examin,examin
18144,31215,eliminations,elimin,elimin,elimin
18145,31216,recriminations,recrimin,recrimin,recrimin
18146,31217,denominations,denomin,denomin,denomin
18147,31218,determinations,determin,determin,determin
18148,31219,illuminations,illumin,illumin,illumin
18149,31221,intonations,inton,inton,inton
18150,31222,anticipations,anticip,anticip,anticip
18151,31223,occupations,occup,occup,occup
18152,31224,preoccupations,preoccup,preoccup,preoccup
18153,31229,celebrations,celebr,celebr,celebr
18154,31230,calibrations,calibr,calibr,calibr
18155,31244,aspirations,aspir,aspir,aspir
18156,31245,inspirations,inspir,inspir,inspir
18157,31265,compensations,compens,compens,compens
18158,31267,conversations,convers,convers,convers
18159,31268,accusations,accus,accus,accus
18160,31269,expectations,expect,expect,expect
18161,31270,interpretations,interpret,interpret,interpret
18162,31272,meditations,medit,medit,medit
18163,31273,rehabilitations,rehabilit,rehabilit,rehabilit
18164,31274,imitations,imit,imit,imit
18165,31275,limitations,limit,limit,limit
18166,31276,irritations,irrit,irrit,irrit
18167,31277,visitations,visit,visit,visit
18168,31278,invitations,invit,invit,invit
18169,31279,exaltations,exalt,exalt,exalt
18170,31280,consultations,consult,consult,consult
18171,31290,confrontations,confront,confront,confront
18172,31291,connotations,connot,connot,connot
18173,31294,adaptations,adapt,adapt,adapt
18174,31296,exhortations,exhort,exhort,exhort
18175,31298,manifestations,manifest,manifest,manifest
18176,31299,infestations,infest,infest,infest
18177,31300,protestations,protest,protest,protest
18178,31302,reputations,reput,reput,reput
18179,31303,computations,comput,comput,comput
18180,31305,evaluations,evalu,evalu,evalu
18181,31306,insinuations,insinu,insinu,insinu
18182,31310,excavations,excav,excav,excav
18183,31315,innovations,innov,innov,innov
18184,31316,observations,observ,observ,observ
18185,31317,reservations,reserv,reserv,reserv
18186,31321,civilizations,civil,civil,civil
18187,31328,redactions,redact,redact,redact
18188,31331,satisfactions,satisfact,satisfact,satisfact
18189,31332,dissatisfactions,dissatisfact,dissatisfact,dissatisfact
18190,31333,interactions,interact,interact,interact
18191,31335,abstractions,abstract,abstract,abstract
18192,31336,distractions,distract,distract,distract
18193,31337,attractions,attract,attract,attract
18194,31338,transactions,transact,transact,transact
18195,31339,affections,affect,affect,affect
18196,31340,infections,infect,infect,infect
18197,31341,imperfections,imperfect,imperfect,imperfect
18198,31342,objections,object,object,object
18199,31343,rejections,reject,reject,reject
18200,31344,projections,project,project,project
18201,31345,elections,elect,elect,elect
18202,31346,selections,select,select,select
18203,31347,reflections,reflect,reflect,reflect
18204,31348,inflections,inflect,inflect,inflect
18205,31349,predilections,predilect,predilect,predilect
18206,31350,collections,collect,collect,collect
18207,31351,recollections,recollect,recollect,recollect
18208,31352,connections,connect,connect,connect
18209,31353,inspections,inspect,inspect,inspect
18210,31354,directions,direct,direct,direct
18211,31355,corrections,correct,correct,correct
18212,31356,insurrections,insurrect,insurrect,insurrect
18213,31358,subsections,subsect,subsect,subsect
18214,31359,intersections,intersect,intersect,intersect
18215,31360,contradictions,contradict,contradict,contradict
18216,31361,predictions,predict,predict,predict
18217,31362,jurisdictions,jurisdict,jurisdict,jurisdict
18218,31363,afflictions,afflict,afflict,afflict
18219,31365,restrictions,restrict,restrict,restrict
18220,31366,constrictions,constrict,constrict,constrict
18221,31367,convictions,convict,convict,convict
18222,31369,distinctions,distinct,distinct,distinct
18223,31371,injunctions,injunct,injunct,injunct
18224,31372,conjunctions,conjunct,conjunct,conjunct
18225,31379,instructions,instruct,instruct,instruct
18226,31380,constructions,construct,construct,construct
18227,31381,misconstructions,misconstruct,misconstruct,misconstruct
18228,31382,completions,complet,complet,complet
18229,31383,accretions,accret,accret,accret
18230,31384,secretions,secret,secret,secret
18231,31385,inhibitions,inhibit,inhibit,inhibit
18232,31386,exhibitions,exhibit,exhibit,exhibit
18233,31387,ambitions,ambit,ambit,ambit
18234,31388,traditions,tradit,tradit,tradit
18235,31389,additions,addit,addit,addit
18236,31390,editions,edit,edit,edit
18237,31391,expeditions,expedit,expedit,expedit
18238,31392,renditions,rendit,rendit,rendit
18239,31393,conditions,condit,condit,condit
18240,31394,preconditions,precondit,precondit,precondit
18241,31395,auditions,audit,audit,audit
18242,31396,definitions,definit,definit,definit
18243,31397,admonitions,admonit,admonit,admonit
18244,31398,premonitions,premonit,premonit,premonit
18245,31399,munitions,munit,munit,munit
18246,31400,acquisitions,acquisit,acquisit,acquisit
18247,31401,transitions,transit,transit,transit
18248,31402,positions,posit,posit,posit
18249,31403,depositions,deposit,deposit,deposit
18250,31404,compositions,composit,composit,composit
18251,31405,propositions,proposit,proposit,proposit
18252,31406,suppositions,supposit,supposit,supposit
18253,31407,presuppositions,presupposit,presupposit,presupposit
18254,31408,dispositions,disposit,disposit,disposit
18255,31409,predispositions,predisposit,predisposit,predisposit
18256,31410,expositions,exposit,exposit,exposit
18257,31411,petitions,petit,petit,petit
18258,31412,repetitions,repetit,repetit,repetit
18259,31413,partitions,partit,partit,partit
18260,31414,superstitions,superstit,superstit,superstit
18261,31415,intuitions,intuit,intuit,intuit
18262,31424,emotions,emot,emot,emot
18263,31427,devotions,devot,devot,devot
18264,31429,contraptions,contrapt,contrapt,contrapt
18265,31442,exemptions,exempt,exempt,exempt
18266,31447,interruptions,interrupt,interrupt,interrupt
18267,31448,irruptions,irrupt,irrupt,irrupt
18268,31449,disruptions,disrupt,disrupt,disrupt
18269,31450,insertions,insert,insert,insert
18270,31451,assertions,assert,assert,assert
18271,31452,exertions,exert,exert,exert
18272,31453,abortions,abort,abort,abort
18273,31455,proportions,proport,proport,proport
18274,31456,distortions,distort,distort,distort
18275,31457,suggestions,suggest,suggest,suggest
18276,31460,precautions,precaut,precaut,precaut
18277,31461,contributions,contribut,contribut,contribut
18278,31462,distributions,distribut,distribut,distribut
18279,31463,prosecutions,prosecut,prosecut,prosecut
18280,31464,executions,execut,execut,execut
18281,31470,substitutions,substitut,substitut,substitut
18282,31471,institutions,institut,institut,institut
