,Original,Porter,Lancaster,Snowball
2313,worship,worship,wor,worship
2314,fillip,fillip,fillip,fillip
2315,widegrip,widegrip,widegrip,widegrip
2316,yip,yip,yip,yip
2317,mp,mp,mp,mp
2318,tamp,tamp,tamp,tamp
2319,pomp,pomp,pomp,pomp
2320,clump,clump,clump,clump
2321,snp,snp,snp,snp
2322,bishop,bishop,bishop,bishop
2323,dunlop,dunlop,dunlop,dunlop
2324,verloop,verloop,verloop,verloop
2325,sharecrop,sharecrop,sharecrop,sharecrop
2326,atop,atop,atop,atop
2327,papp,papp,pap,papp
2328,corp,corp,corp,corp
2329,crisp,crisp,crisp,crisp
2330,buildup,buildup,buildup,buildup
2331,whup,whup,whup,whup
2332,shoup,shoup,shoup,shoup
2333,setup,setup,setup,setup
2334,seq,seq,seq,seq
2335,malabar,malabar,malab,malabar
2336,madagascar,madagascar,madagasc,madagascar
2337,dear,dear,dear,dear
2338,binuclear,binuclear,binuclear,binuclear
2339,appear,appear,appear,appear
2340,underwear,underwear,underwear,underwear
2341,edgar,edgar,edg,edgar
2342,char,char,char,char
2343,jar,jar,jar,jar
2344,cellar,cellar,cell,cellar
2345,bronchiolar,bronchiolar,bronchiol,bronchiolar
2346,interlobular,interlobular,interlobul,interlobular
2347,perpendicular,perpendicular,perpendicul,perpendicular
2348,semicircular,semicircular,semicircul,semicircular
2349,irregular,irregular,irregul,irregular
2350,glomerular,glomerular,glomerul,glomerular
2351,ditmar,ditmar,ditm,ditmar
2352,uproar,uproar,upro,uproar
2353,nectar,nectar,nect,nectar
2354,guar,guar,guar,guar
2355,eleazar,eleazar,eleaz,eleazar
2356,daer,daer,daer,daer
2357,rubber,rubber,rub,rubber
2358,runchamber,runchamb,runchamb,runchamb
2359,somber,somber,somb,somber
2360,barber,barber,barb,barber
2361,soccer,soccer,socc,soccer
2362,grocer,grocer,groc,grocer
2363,redheader,redhead,redhead,redhead
2364,railroader,railroad,railroad,railroad
2365,bidder,bidder,bid,bidder
2366,weider,weider,weid,weider
2367,eckenfelder,eckenfeld,eckenfeld,eckenfeld
2368,older,older,old,older
2369,unsolder,unsold,unsold,unsold
2370,hollander,holland,holland,holland
2371,defender,defend,defend,defend
2372,bartender,bartend,bartend,bartend
2373,enjoinder,enjoind,enjoind,enjoind
2374,thereunder,thereund,thereund,thereund
2375,sunder,sunder,sund,sunder
2376,border,border,bord,border
2377,intruder,intrud,intrud,intrud
2378,cheer,cheer,che,cheer
2379,speer,speer,spe,speer
2380,veer,veer,veer,veer
2381,briefer,briefer,brief,briefer
2382,hoffer,hoffer,hoff,hoffer
2383,chamfer,chamfer,chamf,chamfer
2384,steinhager,steinhag,steinh,steinhag
2385,ledger,ledger,ledg,ledger
2386,riegger,riegger,rieg,riegger
2387,logger,logger,log,logger
2388,endanger,endang,endang,endang
2389,pittenger,pitteng,pitteng,pitteng
2390,gunslinger,gunsling,gunsl,gunsling
2391,hunger,hunger,hung,hunger
2392,neuberger,neuberg,neuberg,neuberg
2393,luger,luger,lug,luger
2394,beecher,beecher,beech,beecher
2395,durocher,duroch,duroch,duroch
2396,butcher,butcher,butch,butcher
2397,photographer,photograph,photograph,photograph
2398,fisher,fisher,fish,fisher
2399,ther,ther,ther,ther
2400,lather,lather,lath,lather
2401,hither,hither,hith,hither
2402,stepmother,stepmoth,stepmoth,stepmoth
2403,druther,druther,druth,druther
2404,steadier,steadier,steady,steadier
2405,rectifier,rectifi,rect,rectifi
2406,sommelier,sommeli,som,sommeli
2407,earlier,earlier,ear,earlier
2408,happier,happier,happy,happier
2409,maurier,maurier,maury,maurier
2410,naughtier,naughtier,naughty,naughtier
2411,haestier,haestier,haesty,haestier
2412,frazier,frazier,frazy,frazier
2413,breaker,breaker,break,breaker
2414,steelmaker,steelmak,steelmak,steelmak
2415,nutcracker,nutcrack,nutcrack,nutcrack
2416,flicker,flicker,flick,flicker
2417,locker,locker,lock,locker
2418,talker,talker,talk,talker
2419,thinker,thinker,think,thinker
2420,broker,broker,brok,broker
2421,yorker,yorker,york,yorker
2422,gabler,gabler,gabl,gabler
2423,fiedler,fiedler,fiedl,fiedler
2424,jeweler,jewel,jewel,jewel
2425,blackmailer,blackmail,blackmail,blackmail
2426,smaller,smaller,smal,smaller
2427,storyteller,storytel,storytel,storytel
2428,distiller,distil,distil,distil
2429,himmler,himmler,himml,himmler
2430,basler,basler,basl,basler
2431,gentler,gentler,gentl,gentler
2432,trawler,trawler,trawl,trawler
2433,steamer,steamer,steam,steamer
2434,meisenheimer,meisenheim,meisenheim,meisenheim
2435,colmer,colmer,colm,colmer
2436,drummer,drummer,drum,drummer
2437,customer,custom,custom,custom
2438,transformer,transform,transform,transform
2439,bordner,bordner,bordn,bordner
2440,schaffner,schaffner,schaffner,schaffner
2441,entertainer,entertain,entertain,entertain
2442,mariner,marin,marin,marin
2443,dinner,dinner,din,dinner
2444,forerunner,forerunn,forerun,forerunn
2445,commoner,common,common,common
2446,northerner,northern,northern,northern
2447,turner,turner,turn,turner
2448,wrongdoer,wrongdoer,wrongdo,wrongdoer
2449,wallpaper,wallpap,wallpap,wallpap
2450,sleeper,sleeper,sleep,sleeper
2451,tamper,tamper,tamp,tamper
2452,trooper,trooper,troop,trooper
2453,dipper,dipper,dip,dipper
2454,leafhopper,leafhopp,leafhop,leafhopp
2455,whisper,whisper,whisp,whisper
2456,rarer,rarer,rar,rarer
2457,fuhrer,fuhrer,fuhr,fuhrer
2458,procurer,procur,proc,procur
2459,kaiser,kaiser,kais,kaiser
2460,dispenser,dispens,dispens,dispens
2461,dresser,dresser,dress,dresser
2462,peyser,peyser,peys,peyser
2463,later,later,lat,later
2464,bridgewater,bridgewat,bridgew,bridgewat
2465,specter,specter,spect,specter
2466,hexameter,hexamet,hexamet,hexamet
2467,potentiometer,potentiomet,potentiomet,potentiomet
2468,pyrometer,pyromet,pyromet,pyromet
2469,hereafter,hereaft,hereaft,hereaft
2470,gunfighter,gunfight,gunfight,gunfight
2471,baiter,baiter,bait,baiter
2472,jupiter,jupit,jupit,jupit
2473,halter,halter,halt,halter
2474,chanter,chanter,chant,chanter
2475,inter,inter,int,inter
2476,counter,counter,count,counter
2477,chapter,chapter,chapt,chapter
2478,quarter,quarter,quart,quarter
2479,alabaster,alabast,alabast,alabast
2480,stationmaster,stationmast,stationmast,stationmast
2481,bester,bester,best,bester
2482,westchester,westchest,westchest,westchest
2483,youngster,youngster,youngst,youngster
2484,administer,administ,admin,administ
2485,fenster,fenster,fenst,fenster
2486,buster,buster,bust,buster
2487,batter,batter,bat,batter
2488,matter,matter,mat,matter
2489,hitter,hitter,hit,hitter
2490,otter,otter,ot,otter
2491,shutter,shutter,shut,shutter
2492,dexter,dexter,dext,dexter
2493,balaguer,balagu,balagu,balagu
2494,braver,braver,brav,braver
2495,whichever,whichev,whichev,whichev
2496,wherever,wherev,wherev,wherev
2497,giver,giver,giv,giver
2498,truckdriver,truckdriv,truckdr,truckdriv
2499,cover,cover,cov,cover
2500,hangover,hangov,hangov,hangov
2501,stopover,stopov,stopov,stopov
2502,drawer,drawer,draw,drawer
2503,widower,widow,widow,widow
2504,mayflower,mayflow,mayflow,mayflow
2505,thrower,thrower,thrower,thrower
2506,layer,layer,lay,layer
2507,byer,byer,byer,byer
2508,destroyer,destroy,destroy,destroy
2509,grazer,grazer,graz,grazer
2510,analyzer,analyz,analys,analyz
2511,niebuhr,niebuhr,niebuhr,niebuhr
2512,hair,hair,hair,hair
2513,debonair,debonair,debonair,debonair
2514,heir,heir,heir,heir
2515,memoir,memoir,memoir,memoir
2516,pmr,pmr,pmr,pmr
2517,rancor,rancor,rant,rancor
2518,odor,odor,od,odor
2519,rundfunkchor,rundfunkchor,rundfunkch,rundfunkchor
2520,superior,superior,supery,superior
2521,savior,savior,savy,savior
2522,pallor,pallor,pal,pallor
2523,mor,mor,mor,mor
2524,demeanor,demeanor,dem,demeanor
2525,connor,connor,con,connor
2526,indoor,indoor,indo,indoor
2527,emperor,emperor,emp,emperor
2528,supervisor,supervisor,superv,supervisor
2529,professor,professor,profess,professor
2530,prognosticator,prognost,prognost,prognost
2531,gladiator,gladiat,glady,gladiat
2532,translator,translat,transl,translat
2533,rator,rator,rat,rator
2534,decorator,decor,dec,decor
2535,commentator,comment,com,comment
2536,cinemactor,cinemactor,cinemact,cinemactor
2537,projector,projector,project,projector
2538,vector,vector,vect,vector
2539,inhibitor,inhibitor,inhibit,inhibitor
2540,suitor,suitor,suit,suitor
2541,sculptor,sculptor,sculpt,sculptor
2542,transistor,transistor,transist,transistor
2543,favor,favor,fav,favor
2544,conveyor,conveyor,convey,conveyor
2545,starr,starr,star,starr
2546,dinosaur,dinosaur,dinosa,dinosaur
2547,bonheur,bonheur,bonh,bonheur
2548,amateur,amateur,am,amateur
2549,murmur,murmur,murm,murmur
2550,kilhour,kilhour,kilho,kilhour
2551,humour,humour,humo,humour
2552,devour,devour,devo,devour
2553,wr,wr,wr,wr
2554,sbas,sba,sba,sbas
2555,lucas,luca,luca,luca
2556,gildas,gilda,gilda,gilda
2557,ideas,idea,idea,idea
2558,seas,sea,sea,sea
2559,tougas,touga,touga,touga
2560,claudias,claudia,claudia,claudia
2561,nomias,nomia,nomia,nomia
2562,segovias,segovia,segovia,segovia
2563,douglas,dougla,dougla,dougla
2564,zorrillas,zorrilla,zorrilla,zorrilla
2565,paulas,paula,paula,paula
2566,grandmas,grandma,grandma,grandma
2567,adenomas,adenoma,adenoma,adenoma
2568,bananas,banana,banana,banana
2569,sabinas,sabina,sabina,sabina
2570,madonnas,madonna,madonna,madonna
2571,aricaras,aricara,aricara,aricara
2572,sassafras,sassafra,sassafra,sassafra
2573,orchestras,orchestra,orchestra,orchestra
2574,sonatas,sonata,sonata,sonata
2575,salfininistas,salfininista,salfininista,salfininista
2576,canvas,canva,canva,canva
2577,arabs,arab,arab,arab
2578,debs,deb,deb,deb
2579,quibs,quib,quib,quib
2580,coombs,coomb,coomb,coomb
2581,robs,rob,rob,rob
2582,suburbs,suburb,suburb,suburb
2583,tubs,tub,tub,tub
2584,cadillacs,cadillac,cadillac,cadillac
2585,elecs,elec,elec,elec
2586,catholics,cathol,cathol,cathol
2587,phonemics,phonem,phonem,phonem
2588,histrionics,histrion,hist,histrion
2589,fabrics,fabric,fabr,fabric
2590,acrobatics,acrobat,acrob,acrobat
2591,esthetics,esthet,esthet,esthet
2592,antics,antic,ant,antic
2593,logistics,logist,log,logist
2594,hermeneutics,hermeneut,hermeneut,hermeneut
2595,bucs,buc,buc,buc
2596,bulkheads,bulkhead,bulkhead,bulkhead
2597,armisteads,armistead,armistead,armistead
2598,roads,road,road,road
2599,squads,squad,squad,squad
2600,misdeeds,misde,misdee,misde
2601,weeds,weed,wee,weed
2602,shreds,shred,shreds,shred
2603,raids,raid,raid,raid
2604,invalids,invalid,invalid,invalid
2605,thyroids,thyroid,thyroid,thyroid
2606,safavids,safavid,safavid,safavid
2607,airfields,airfield,airfield,airfield
2608,skinfolds,skinfold,skinfold,skinfold
2609,reynolds,reynold,reynold,reynold
2610,lands,land,land,land
2611,farmlands,farmland,farmland,farmland
2612,maitlands,maitland,maitland,maitland
2613,operands,operand,operand,operand
2614,ends,end,end,end
2615,lends,lend,lend,lend
2616,pretends,pretend,pretend,pretend
2617,minds,mind,mind,mind
2618,diamonds,diamond,diamond,diamond
2619,brassbounds,brassbound,brassbound,brassbound
2620,campgrounds,campground,campground,campground
2621,nods,nod,nod,nod
2622,broods,brood,brood,brood
2623,rods,rod,rod,rod
2624,regards,regard,regard,regard
2625,ballards,ballard,ballard,ballard
2626,inboards,inboard,inboard,inboard
2627,lifeguards,lifeguard,lifeguard,lifeguard
2628,stewards,steward,steward,steward
2629,vineyards,vineyard,vineyard,vineyard
2630,blizzards,blizzard,blizzard,blizzard
2631,accords,accord,accord,accord
2632,chords,chord,chord,chord
2633,milhauds,milhaud,milhaud,milhaud
2634,suds,sud,sud,sud
2635,celebes,celeb,celeb,celeb
2636,lobes,lobe,lob,lobe
2637,effaces,effac,effac,effac
2638,fireplaces,fireplac,fireplac,fireplac
2639,embraces,embrac,embrac,embrac
2640,indices,indic,ind,indic
2641,voices,voic,voic,voic
2642,notices,notic,not,notic
2643,disturbances,disturb,disturb,disturb
2644,balances,balanc,bal,balanc
2645,appearances,appear,appear,appear
2646,stances,stanc,stant,stanc
2647,contrivances,contriv,cont,contriv
2648,fences,fenc,fent,fenc
2649,excellences,excel,excel,excel
2650,absences,absenc,abs,absenc
2651,denounces,denounc,denount,denounc
2652,fluoresces,fluoresc,fluoresc,fluoresc
2653,reintroduces,reintroduc,reintroduc,reintroduc
2654,dades,dade,dad,dade
2655,accolades,accolad,accolad,accolad
2656,trades,trade,trad,trade
2657,archimedes,archimed,archim,archimed
2658,hides,hide,hid,hide
2659,hydrides,hydrid,hydrid,hydrid
2660,mountainsides,mountainsid,mountainsid,mountainsid
2661,oxides,oxid,oxid,oxid
2662,photocathodes,photocathod,photocathod,photocathod
2663,hordes,hord,hord,hord
2664,nudes,nude,nud,nude
2665,multitudes,multitud,multitud,multitud
2666,hardees,harde,hard,harde
2667,milwaukees,milwauke,milwauk,milwauke
2668,rupees,rupe,rup,rupe
2669,soirees,soire,soir,soire
2670,guarantees,guarante,guar,guarante
2671,cafes,cafe,caf,cafe
2672,cages,cage,cag,cage
2673,marriages,marriag,marry,marriag
2674,personages,personag,person,personag
2675,encourages,encourag,enco,encourag
2676,advantages,advantag,adv,advantag
2677,wages,wage,wag,wage
2678,bridges,bridg,bridg,bridg
2679,colleges,colleg,colleg,colleg
2680,arranges,arrang,arrang,arrang
2681,barges,barg,barg,barg
2682,subterfuges,subterfug,subterfug,subterfug
2683,overreaches,overreach,overreach,overreach
2684,speeches,speech,speech,speech
2685,benches,bench,bench,bench
2686,hunches,hunch,hunch,hunch
2687,porches,porch,porch,porch
2688,patches,patch,patch,patch
2689,pitches,pitch,pitch,pitch
2690,couches,couch,couch,couch
2691,leashes,leash,leash,leash
2692,sashes,sash,sash,sash
2693,blemishes,blemish,blem,blemish
2694,perishes,perish,per,perish
2695,blushes,blush,blush,blush
2696,plainclothes,plaincloth,plaincloth,plaincloth
2697,hubies,hubi,huby,hubi
2698,inaccuracies,inaccuraci,inacc,inaccuraci
2699,discrepancies,discrep,discrep,discrep
2700,deficiencies,defici,deficy,defici
2701,maladies,maladi,malady,maladi
2702,subsedies,subsedi,subsedy,subsedi
2703,goodies,goodi,goody,goodi
2704,qualifies,qualifi,qual,qualifi
2705,identifies,identifi,ident,identifi
2706,genealogies,genealog,genealog,genealog
2707,energies,energi,energy,energi
2708,lockies,locki,locky,locki
2709,yalies,yali,ya,yali
2710,families,famili,famy,famili
2711,ramillies,ramilli,ramil,ramilli
2712,multiplies,multipli,multiply,multipli
2713,enemies,enemi,enemy,enemi
2714,alleghenies,allegheni,allegheny,allegheni
2715,phonies,phoni,phony,phoni
2716,boies,boi,boi,boi
2717,preoccupies,preoccupi,preoccupy,preoccupi
2718,corollaries,corollari,corol,corollari
2719,coronaries,coronari,coron,coronari
2720,secretaries,secretari,secret,secretari
2721,robberies,robberi,robbery,robberi
2722,canneries,canneri,cannery,canneri
2723,discoveries,discoveri,discovery,discoveri
2724,memories,memori,mem,memori
2725,inventories,inventori,inv,inventori
2726,cherries,cherri,cherry,cherri
2727,industries,industri,industry,industri
2728,fantasies,fantasi,fantasy,fantasi
2729,embassies,embassi,embassy,embassi
2730,contrarieties,contrarieti,cont,contrarieti
2731,simplicities,simplic,simpl,simplic
2732,technicalities,technic,techn,technic
2733,moralities,moral,mor,moral
2734,possiblities,possibl,poss,possibl
2735,sensibilities,sensibl,sens,sensibl
2736,deformities,deform,deform,deform
2737,communities,commun,commun,communiti
2738,mediocrities,mediocr,mediocr,mediocr
2739,maturities,matur,mat,matur
2740,ambiguities,ambigu,ambigu,ambigu
2741,festivities,festiv,fest,festiv
2742,difficulties,difficulti,difficul,difficulti
2743,properties,properti,property,properti
2744,duties,duti,duty,duti
2745,pixies,pixi,pixy,pixi
2746,makes,make,mak,make
2747,mistakes,mistak,mistak,mistak
2748,dislikes,dislik,dislik,dislik
2749,jokes,joke,jok,joke
2750,burkes,burk,burk,burk
2751,lonsdales,lonsdal,lonsd,lonsdal
2752,wales,wale,wal,wale
2753,monosyllables,monosyl,monosyl,monosyl
2754,constables,constabl,const,constabl
2755,foibles,foibl,foibl,foibl
2756,resembles,resembl,resembl,resembl
2757,troubles,troubl,troubl,troubl
2758,vehicles,vehicl,vehic,vehicl
2759,muscles,muscl,musc,muscl
2760,befuddles,befuddl,befuddl,befuddl
2761,schieles,schiel,schieles,schiel
2762,triangles,triangl,triangl,triangl
2763,files,file,fil,file
2764,tiles,tile,til,tile
2765,tackles,tackl,tackl,tackl
2766,crinkles,crinkl,crinkl,crinkl
2767,versailles,versail,versail,versaill
2768,holes,hole,hol,hole
2769,tadpoles,tadpol,tadpol,tadpol
2770,poeples,poepl,poepl,poepl
2771,whipples,whippl,whippl,whippl
2772,beetles,beetl,beetl,beetl
2773,wrestles,wrestl,wrestl,wrestl
2774,tuttles,tuttl,tuttl,tuttl
2775,mules,mule,mul,mule
2776,grevyles,grevyl,grevyl,grevyl
2777,james,jame,jam,jame
2778,regimes,regim,regim,regim
2779,programmes,programm,program,programm
2780,homes,home,hom,home
2781,humes,hume,hum,hume
2782,meanes,mean,mean,mean
2783,panes,pane,pan,pane
2784,styrenes,styren,styr,styren
2785,columbines,columbin,columbin,columbin
2786,defines,defin,defin,defin
2787,fokines,fokin,fokin,fokin
2788,clotheslines,clotheslin,clotheslin,clotheslin
2789,illumines,illumin,illumin,illumin
2790,katherines,katherin,katherin,katherin
2791,sorrentines,sorrentin,sorrentin,sorrentin
2792,ravines,ravin,ravin,ravin
2793,patronnes,patronn,patron,patronn
2794,mccones,mccone,mccones,mccone
2795,drones,drone,dron,drone
2796,milestones,mileston,mileston,mileston
2797,hornes,horn,horn,horn
2798,runes,rune,run,rune
2799,frescoes,fresco,fresco,fresco
2800,shoes,shoe,sho,shoe
2801,negroes,negro,negro,negro
2802,grottoes,grotto,grotto,grotto
2803,drapes,drape,drap,drape
2804,scopes,scope,scop,scope
2805,ropes,rope,rop,rope
2806,cares,care,car,care
2807,nightmares,nightmar,nightm,nightmar
2808,acres,acr,acr,acr
2809,atmospheres,atmospher,atmosph,atmospher
2810,faires,fair,fair,fair
2811,hires,hire,hir,hire
2812,expires,expir,expir,expir
2813,genres,genr,genr,genr
2814,whyfores,whyfor,whyf,whyfor
2815,sophomores,sophomor,sophom,sophomor
2816,theatres,theatr,the,theatr
2817,conjures,conjur,cond,conjur
2818,assures,assur,ass,assur
2819,manufactures,manufactur,manufact,manufactur
2820,expenditures,expenditur,expendit,expenditur
2821,sculptures,sculptur,sculpt,sculptur
2822,rotogravures,rotogravur,rotograv,rotogravur
2823,peptidases,peptidas,peptidas,peptidas
2824,proteases,proteas,proteas,proteas
2825,phrases,phrase,phrases,phrase
2826,daises,dais,dais,dais
2827,promises,promis,prom,promis
2828,crises,crise,cris,crise
2829,improvises,improvis,improv,improvis
2830,tenses,tens,tens,tens
2831,discloses,disclos,disclos,disclos
2832,superimposes,superimpos,superimpos,superimpos
2833,neuroses,neuros,neuros,neuros
2834,verses,vers,vers,vers
2835,asses,ass,ass,ass
2836,encompasses,encompass,encompass,encompass
2837,professes,profess,profess,profess
2838,coolnesses,cool,cool,cool
2839,depresses,depress,depress,depress
2840,buttresses,buttress,buttress,buttress
2841,hosses,hoss,hoss,hoss
2842,clauses,claus,claus,claus
2843,refuses,refus,refus,refus
2844,warehouses,warehous,wareh,warehous
2845,spouses,spous,spous,spous
2846,debates,debat,deb,debat
2847,sophisticates,sophist,soph,sophist
2848,agates,agat,ag,agat
2849,appreciates,appreci,apprecy,appreci
2850,substantiates,substanti,substanty,substanti
2851,plates,plate,plat,plate
2852,estimates,estim,estim,estim
2853,nates,nate,nat,nate
2854,coordinates,coordin,coordin,coordin
2855,alkylbenzenesulfonates,alkylbenzenesulfon,alkylbenzenesulfon,alkylbenzenesulfon
2856,celebrates,celebr,celebr,celebr
2857,reiterates,reiter,reit,reiter
2858,nitrates,nitrat,nit,nitrat
2859,irritates,irrit,irrit,irrit
2860,graduates,graduat,gradu,graduat
2861,etes,ete,et,ete
2862,knightes,knight,knight,knight
2863,metabolites,metabolit,metabolit,metabolit
2864,fosterites,fosterit,fosterit,fosterit
2865,campsites,campsit,campsit,campsit
2866,promotes,promot,promot,promot
2867,descartes,descart,descart,descart
2868,suffragettes,suffragett,suffraget,suffragett
2869,flottes,flott,flot,flott
2870,commutes,commut,commut,commut
2871,phagocytes,phagocyt,phagocyt,phagocyt
2872,colleagues,colleagu,colleagu,colleagu
2873,travelogues,travelogu,travelog,travelogu
2874,revenues,revenu,revenu,revenu
2875,techniques,techniqu,techn,techniqu
2876,ensues,ensu,ensu,ensu
2877,weaves,weav,weav,weav
2878,waves,wave,wav,wave
2879,dives,dive,div,dive
2880,lives,live,liv,live
2881,compulsives,compuls,compuls,compuls
2882,cooperatives,cooper,coop,cooper
2883,directives,direct,direct,direct
2884,executives,execut,execut,execut
2885,selves,selv,selv,selv
2886,doves,dove,dov,dove
2887,groves,grove,grov,grove
2888,deserves,deserv,deserv,deserv
2889,lowes,low,low,low
2890,complexes,complex,complex,complex
2891,fluxes,flux,flux,flux
2892,gazes,gaze,gaz,gaze
2893,socializes,social,soc,social
2894,organizes,organ,org,organ
2895,synthesizes,synthes,synthes,synthes
2896,oafs,oaf,oaf,oaf
2897,skiffs,skiff,skiff,skiff
2898,lopatnikoffs,lopatnikoff,lopatnikoff,lopatnikoff
2899,foodstuffs,foodstuff,foodstuff,foodstuff
2900,roofs,roof,roof,roof
2901,hoags,hoag,hoag,hoag
2902,pegs,peg,peg,peg
2903,craigs,craig,craig,craig
2904,bangs,bang,bang,bang
2905,spacings,space,spac,space
2906,proceedings,proceed,process,proceed
2907,landings,land,land,land
2908,lodgings,lodg,lodg,lodg
2909,watchings,watch,watch,watch
2910,makings,make,mak,make
2911,ramblings,rambl,rambl,rambl
2912,revellings,revel,revel,revel
2913,sparlings,sparl,sparl,sparl
2914,trimmings,trim,trim,trim
2915,imaginings,imagin,imagin,imagin
2916,earnings,earn,earn,earn
2917,scrapings,scrape,scrapings,scrape
2918,hearings,hear,hear,hear
2919,offerings,offer,off,offer
2920,earrings,ear,ear,earring
2921,dressings,dress,dress,dress
2922,meetings,meet,meet,meet
2923,promptings,prompt,prompt,prompt
2924,fittings,fit,fit,fit
2925,carvings,carv,carv,carv
2926,belongs,belong,belong,belong
2927,dogs,dog,dog,dog
2928,thalbergs,thalberg,thalberg,thalberg
2929,plugs,plug,plug,plug
2930,huzzahs,huzzah,huzzah,huzzah
2931,welchs,welch,welch,welch
2932,highs,high,high,high
2933,toughs,tough,tough,tough
2934,photographs,photograph,photograph,photograph
2935,deaths,death,death,death
2936,fifths,fifth,fifth,fifth
2937,metalsmiths,metalsmith,metalsmith,metalsmith
2938,groths,groth,groth,groth
2939,kornbluths,kornbluth,kornbluth,kornbluth
2940,yassuhs,yassuh,yassuh,yassuh
2941,arapacis,arapaci,arapac,arapaci
2942,mardis,mardi,mard,mardi
2943,memphis,memphi,memph,memphi
2944,spiralis,spirali,spir,spirali
2945,ellis,elli,el,elli
2946,heliopolis,heliopoli,heliopol,heliopoli
2947,extremis,extremi,extrem,extremi
2948,costagginis,costaggini,costaggin,costaggini
2949,solemnis,solemni,solemn,solemni
2950,spumonis,spumoni,spumon,spumoni
2951,chamois,chamoi,chamo,chamoi
2952,maris,mari,mar,mari
2953,tamiris,tamiri,tamir,tamiri
2954,ferris,ferri,fer,ferri
2955,cholelithiasis,cholelithiasi,cholelithias,cholelithiasi
2956,nemesis,nemesi,nemes,nemesi
2957,osis,osi,os,osi
2958,anastomosis,anastomosi,anastomos,anastomosi
2959,arteriolosclerosis,arteriolosclerosi,arterioloscleros,arteriolosclerosi
2960,epiphysis,epiphysi,epiphys,epiphysi
2961,tis,ti,tis,tis
2962,neuritis,neuriti,neurit,neuriti
2963,curtis,curti,curt,curti
2964,avis,avi,av,avi
2965,purvis,purvi,purv,purvi
2966,kodaks,kodak,kodak,kodak
2967,creaks,creak,creak,creak
2968,halfbacks,halfback,halfback,halfback
2969,lacks,lack,lack,lack
2970,barracks,barrack,barrack,barrack
2971,veecks,veeck,veeck,veeck
2972,kicks,kick,kick,kick
2973,pricks,prick,prick,prick
2974,hocks,hock,hock,hock
2975,pollocks,pollock,pollock,pollock
2976,ducks,duck,duck,duck
2977,seeks,seek,seek,seek
2978,bolsheviks,bolshevik,bolshevik,bolshevik
2979,hulks,hulk,hulk,hulk
2980,tanks,tank,tank,tank
2981,drinks,drink,drink,drink
2982,drunks,drunk,drunk,drunk
2983,copybooks,copybook,copybook,copybook
2984,crooks,crook,crook,crook
2985,benchmarks,benchmark,benchmark,benchmark
2986,corks,cork,cork,cork
2987,asks,ask,ask,ask
2988,tusks,tusk,tusk,tusk
2989,chemicals,chemic,chem,chemic
2990,pedals,pedal,ped,pedal
2991,appeals,appeal,ap,appeal
2992,marshals,marshal,marsh,marshal
2993,materials,materi,mat,materi
2994,decimals,decim,decim,decim
2995,criminals,crimin,crimin,crimin
2996,tribunals,tribun,tribun,tribun
2997,numerals,numer,num,numer
2998,centrals,central,cent,central
2999,recitals,recit,recit,recit
3000,crystals,crystal,cryst,crystal
3001,rivals,rival,riv,rival
3002,israels,israel,israel,israel
3003,infidels,infidel,infidel,infidel
3004,cudgels,cudgel,cudgel,cudgel
3005,spaniels,spaniel,spaniel,spaniel
3006,sentinels,sentinel,sentinel,sentinel
3007,lapels,lapel,lapel,lapel
3008,laurels,laurel,laurel,laurel
3009,motels,motel,motel,motel
3010,bevels,bevel,bevel,bevel
3011,vowels,vowel,vowel,vowel
3012,pails,pail,pail,pail
3013,prevails,prevail,prevail,prevail
3014,oils,oil,oil,oil
3015,basils,basil,basil,basil
3016,eyeballs,eyebal,eyebal,eyebal
3017,galls,gall,gal,gall
3018,cells,cell,cel,cell
3019,meynells,meynel,meynel,meynel
3020,caldwells,caldwel,caldwel,caldwel
3021,atwells,atwel,atwel,atwel
3022,churchills,churchil,churchil,churchil
3023,spills,spill,spil,spill
3024,tolls,toll,tol,toll
3025,gogols,gogol,gogol,gogol
3026,patrols,patrol,patrol,patrol
3027,schoolgirls,schoolgirl,schoolgirls,schoolgirl
3028,ghouls,ghoul,gho,ghoul
3029,ms,ms,ms,ms
3030,streams,stream,streams,stream
3031,shams,sham,sham,sham
3032,pams,pam,pam,pam
3033,sams,sam,sam,sam
3034,sachems,sachem,sachem,sachem
3035,subsystems,subsystem,subsystem,subsystem
3036,aims,aim,aim,aim
3037,rims,rim,rim,rim
3038,qualms,qualm,qualm,qualm
3039,kingdoms,kingdom,kingdom,kingdom
3040,clubrooms,clubroom,clubroom,clubroom
3041,pogroms,pogrom,pogrom,pogrom
3042,arms,arm,arm,arm
3043,terms,term,term,term
3044,conforms,conform,conform,conform
3045,enthusiasms,enthusiasm,enthusiasm,enthusiasm
3046,anachronisms,anachron,anachron,anachron
3047,museums,museum,museum,museum
3048,chrysanthemums,chrysanthemum,chrysanthemums,chrysanthemum
3049,sums,sum,sum,sum
3050,republicans,republican,republ,republican
3051,achaeans,achaean,acha,achaean
3052,orleans,orlean,orl,orlean
3053,mulligans,mulligan,mullig,mulligan
3054,jonathans,jonathan,jonath,jonathan
3055,politicians,politician,polit,politician
3056,indians,indian,ind,indian
3057,corinthians,corinthian,corinth,corinthian
3058,ukrainians,ukrainian,ukrain,ukrainian
3059,californians,californian,californ,californian
3060,seminarians,seminarian,semin,seminarian
3061,altairians,altairian,altair,altairian
3062,russians,russian,russ,russian
